address,exclusion_reason,sources
0x67b4c5e1340ca71420acb018663bb434ddc13d7b,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0x8e6013ee35b01c9f0d4555898301971ce024e02f,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0xf37fef00fe67956e9870114815c42f0cc18373ce,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0xfea66cb7571e251c4fc000beaf0ef771d5c78793,sources/exclude/pro-node-operators.csv,sources/stake-cat-solo-stakers-B.csv
0x462f0560e473e1545fd4d0680c02c499aaf01711,sources/exclude/pro-node-operators.csv,sources/galxe-lido-point-holders.csv;sources/obol-techne-credentials-silver.csv;sources/stake-cat-solo-stakers-B.csv
0xb4084f25dfcb2c1bf6636b420b59eda807953769,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0x82907132791365aa7b50d7ba6bdd2d1d931b121f,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0xb1d235e8bb2ebe158e41d39fd33c1397cec42bed,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0xafbd66706f90bc56d29c39a260930b34b2757ed8,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0x18ee60706ed150f6e21d020c1cede55e4267f409,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv;sources/stake-cat-gnosischain-solo-stakers.csv
0x548ca64e4b0aa42ea59adbdd84495a4a16c2a234,sources/exclude/pro-node-operators.csv,sources/galxe-lido-point-holders.csv
0x7b1660682078fe0efd9310e8efe32cb93a0417bc,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0xc252bbac966a9a0e6001f135c104b9bb19fd9311,sources/exclude/pro-node-operators.csv,sources/galxe-lido-point-holders.csv
0x55cb1c7241a937deb0057331e3d57f0e439293bf,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0x8b1bfb64fb924d5a25aef78b785efca7caa436b4,sources/exclude/pro-node-operators.csv,sources/galxe-lido-point-holders.csv;sources/obol-techne-credentials-silver.csv
0x0ccc8d048ce690d2b80d9a991bb74091bcfa3b80,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0xb34caffee9f343f800c61701e0bb39203cf7ec06,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
