address,galxe-lido-point-holders,lido-dappnode-buyers,obol-techne-credentials-base,obol-techne-credentials-bronze,obol-techne-credentials-silver,rated-solo-staker,stake-cat-gnosischain-solo-stakers,stake-cat-rocketpool-solo-stakers,stake-cat-solo-stakers-B,csm-testnet-good-performers
0x02a7196da9f999a0eccac29932e43ac3f6740555,,,,,,,,X,,
0x96a49e048954d0695b1e4a93316b904f408af911,,,,,,,,X,,
0x894fc59e4c3d8eb4e0ece6413535f4a7cd5381a3,,,,,,,,X,,
0xaee026f210ae99fc5da6e74beb8385b43277e974,,,,,,,,X,,
0xfbd68a0a56e6c2fb52fe0fe3447f9231a6c87910,,,,,,,,X,,
0xd72c9dca0c3f7f561bf56ec5059ff7619688815f,,,,,,,,X,,
0xcba779fffeea1fcdda2ce108d501bbe7c3e9d79d,,,,,,,,X,,
0x059d3b8348c9febce95063b74fcada9e023d1019,,,,,,,,X,,
0x88ebbfc05611ebb8d47c8e8d6db566d8a9d40fed,,,,,,,,X,,
0x33ea504ed3039c7049c79206753b4cf08796d9bf,,,,,,,,X,,
0xe4eef07c16e72f8488b2c3252d950ef57f2456aa,,,,,,,,X,,
0x9934d61023645e2a044d84da20f839be901578fd,,,,,,,,X,,
0x97d663388d30e91ab17030f2e78996fa6af6bc75,,,,,,,,X,,
0x53e3e5563a311ee2fff4562282c75f28ec858ce6,,,,,,,,X,,
0x2f38d0badcef2cbbd94921d2f070f10f73769d02,,,,,,,,X,,
0x1c1bf3d6d8e9d8db82853850f2b909fa2af255cd,,,,,,,,X,,
0xf52db90a4715f2a99aa8dd120d17f221004b15ac,,,,,,,,X,,
0xc95f567f6ccf4e98244b29cbd119962c0fc83719,,,,,,,,X,,
0x4905325cc33fa68c8217998f65c7909ae893ed61,,,,,,,,X,,
0x6c8e5b7cef54ab08f9c062db283ac10df4b1daa4,,,,,,,,X,,
0x0b21b5b70a6ee2fc53228363883de6419cef1254,,,,,,,,X,,
0xd71ef1213be152e6588b90d82741f63df3f2f848,,,,,,,,X,X,
0x995045b4059e5c32291996baadd132f3330ef88a,,,,,,,,X,,
0x15806d64fec840d7c3482d2172e625571e39c140,,,,,,,,X,,
0xbf757f14e3d6d91522910b8f966d0dcb0360a1b0,,,,,,,,X,,
0x5fe6e1c3d3eac0b865ade4690859a914f052cab0,,,,,,,,X,,
0x86d6686e34f28c31f87841369d415daba0194aaf,,,,,,,,X,,
0xc2df2bf367b14305518ae63f6b4a6f0041823eeb,,,,,,,,X,,
0x6879d01b6954ce0358ebff21bb745c98f3d3ecd2,,,,,,,,X,,
0x2713d6bb4b9cb4a78f453ec2c34be21047070e3f,,,,,,,,X,,
0x6a64c8a934abb1ee14ebacdc5ae7b1077467df16,,,,,,,,X,,
0xa3f940e6e94c97c920024913e7d097d210e8fe5f,,,,,,,,X,,
0x2a81ad068ca6f77c6791d021a1ab3b16ea3e9744,,,,,,,,X,,
0x23cb16507282250315a026d277be69153c537e08,,,,,,,,X,X,
0xc30b364f2155d6a51f7aef936742d0d03d5dad6a,,,,,,,,X,,
0x8f25e294c6b7cc0ec950c5133abdb1162591791b,,,,,,,,X,,
0xd12e45118d5f1e09fef896889d8132504a5893d5,,,,,,,,X,,
0xbdf202329fd7f02c0431e245eb6ee7c5c1e635c2,,,,,,,,X,,
0x3d085bd954dd1e74076b8fc3a1a338f9c0fe1e05,,,,,,,,X,,
0x7e9a7f06a15f52b7e7485096cd3b41c38ca4e94d,,,,,,,,X,,
0xeaa88efdb766934f138abe9e8db6390bf440dcad,,,,,,,,X,,
0x95ff83a37265f36b903483d161972bd83c72503f,,,,,,,,X,,
0x876687487a34746c8e5831a162c3f2f40de8b5f2,,,,,,,,X,,
0xdc66d1b774040742a0de1924e170149d66f00223,,,,,,,,X,,
0x88d06b8c47b90e2462f069f9f7e6e4b6803f7ad3,,,,,,,,X,,
0x3a3909e70e36a74039570ac288057366e0a48b4e,,,,,,,,X,,
0x2fda5c85b36771d2a75272353e3088079f577642,,,,,,,,X,,
0xc4de38bf2e543dc0fe09461ceb974e2edfabfcf1,,,,,,,,X,,
0x2747839c7e51e711cc2cf365ad6194ea98ffce1f,,,,,,,,X,,
0xa126069bb5448873a77044604ef62bc20f006765,,,,,,,,X,,
0xe4283e107fb8e96f3175955ec7269afb51eca6ea,,,,,,,,X,,
0x1d4f8a84398f290272843c4bd5d9f86cd13ecf0b,,,,,,,,X,,
0x6852df5f9bf1168827d6f34bddb1e4cfd5f92b8c,,,,,,,,X,,
0xb5132fece36e230ec3c6b53e7048d0859c7c07ce,,,,,,,,X,,
0x3841d84a5ed84bcd6261c49d656c4815619cdb45,,,,,,,,X,,
0x16cca52d0547e7ff155a3aad6ed2a35ad7caa692,,,,,,,,X,,
0x9d5bf01a17a64cd54b899149f174d06f95593094,,,,,,,,X,,
0x90f191bbb22f4c5d3c9b1f90262ef7bbeed75a61,,,,,,,,X,,
0x0c1f5fd6369f1cb32482215118eb397fa0d50543,,,,,,,,X,,
0xdd2c1d263712021ab24e4779857ee30aa196d48e,,,,,,,,X,,
0x7e1d9be637404c26394b72477c70c23bc9c8cd2e,,,,,,,,X,,
0xc924b753c6fabd85556b3b3bfb2b20be0652af6f,,,,,,,,X,,
0x761b2eaffe0daefef5d5af467bb73a1ddd208aef,,,,,,,,X,,
0x867d9a2815eef64bf26f2ae42db162e8e6c62942,,,,,,,,X,,
0x053201fe74beb030b10495a5e442361c4533ad36,,,,,,,,X,,
0x1cd131eadb9c24c443515d3af1cb87f39227a08f,,,,,,,,X,,
0x2a138045fd8fcfde52f5266b9eb632cbcf413088,,,,,,,,X,,
0x54689fd2d989c0c0498c87794b93309bc3872c80,,,,,,,,X,,
0x20dd70443eae7e8e490a4c800009c8df73fd07b6,,,,,,,,X,,
0x7ee7476cc55853ad32a41c780edc75ea229a3ece,,,,,,,,X,,
0x69ab3df11735d06fe0153bb8f5496fa538867f24,,,,,,,,X,,
0xadd3f475148f38f18a0ba7b8b2894b8b983c9678,,,,,,,,X,,
0x784fcbc8d512e0fc48617f74f91d3cb0be6024fb,,,,,,,,X,,
0xd2f142936cf147cb76ab7ce47ee27956158b61f0,,,,,,,,X,X,
0x1110d4a82536d76949a000ed205acae3d8d87bb8,,,,,,,,X,,
0x73ec34ea1cfafca0184c28280d6961ff08b9ae8d,,,,,,,,X,,
0x2977e334bbc9c8565a86c303a053f685432cdb9d,,,,,,,,X,,
0xa01f6d0985389a8e106d3158a9441ac21eac8d8c,,,,,,,,X,X,
0x4ff58c49ae050fb690ee42c01c14fa73f6286ccc,,,,,,,,X,X,
0x29019920957ca22d6b80a2d4a0cf0bafb376f53a,,,,,,,,X,,
0xd968fa6fa75bb1df2df5171fc12357ef0b9d4f3c,,,,,,,,X,,
0xdc1f86aa5fcf6d505f70feabdb56e80b79bfcc91,,,,,,,,X,,
0x8837fb0bf4495c0126fab236541f50fedd7f37f3,,,,,,,,X,,
0xe38fa62b71f97642c4b2e343331f0adbcb717b15,,,,,,,,X,,
0xaa5ce6409388058977b1689ac244566060387ad2,,,,,,,,X,,
0x6cc663b26909eca58da0eb072fff46a139157034,,,,,,,,X,,
0xd99bbe3cf56f8db83833d80765f9e2c09c883fb4,,,,,,,,X,,
0x0d879652bf25a744d94e5d1e83a79a0f987e4260,,,,,,,,X,X,
0xd2b809771ffee3df632576906cd9a3ba6c5b1459,,,,,,,,X,,
0xe6053bb1464a7c9cc20b3cd985e119cc2a9ff2fe,,,,,,,,X,,
0x0ac7286c16363d257c3331014c82942092b57826,,,,,,,,X,,
0x118cb502b6743e2e27458f49f5d5c6cca9f73a92,,,,,,,,X,,
0x2b13d1782484b6bb1e503d24d547bde0bdc5e5df,,,,,,,,X,,
0x2c4b36faed49a1a09f8614cfaa0c25e11610f583,,,,,,,,X,,
0x98dea61951e0bdbdd85fff779196c702b8e16c50,,,,,,,,X,,
0xb02a74adf56a1cd51dfe6a4db424c0a22331c395,,,,,,,,X,X,
0xf5712c7f1c4f45f8509dfc16bad854c6e45e3d67,,,,,,,,X,,
0xa66077ec80ef1d50d0b306656a5cf500d1b75e0e,,,,,,,,X,,
0xd2bae4d1ea7bf58103d744776921b7db61e317e2,,,,,,,,X,,
0xb701bb1c6f5f04dd2224f5d0dde3037394a8717c,,,,,,,,X,,
0xd5f36115eacd544f3a53a8febbdae06eceb17367,,,,,,,,X,,
0xcf8041ffad46c0db6ef34420ae7680620b8440b9,,,,,,,,X,,
0xf0dc86b75a1495488e0aa2a48872b5693d53bade,,,,,,,,X,,
0x70afda31fdd5d1db851b43a6e923f92e694ffdc6,,,,,,,,X,,
0x7204b73853c27bee7d557887585991cfa075e227,,,,,,,,X,,
0xcd207550a44ffc7c3088179a515bde8bb963f348,,,,,,,,X,,
0x195d59b5added2079ebe6504185732bf0fc59818,,,,,,,,X,,
0x28df63217b7bbbdf94006b44ceceb387e7acd83c,,,,,,,,X,,
0xd0c29d5c5da33d03e760b2f856391b0b60465955,,,,,,,,X,,
0x9d4510948ced4cbdcc8f8e6613bee270544fd4a2,,,,,,,,X,,
0x22c1ac2c37c6031681501ed496a8052ec1be7772,,,,,,,,X,,
0x77d352647bd6054ce541ee9c08f2830cf31b878f,,,,,,,,X,,
0x1c9f3967a8d74d38b33199f4e20a88bb67ee0fc8,,,,,,,,X,,
0x5d9f5ab085daff989f91bcb55384ee9b4f2652c6,,,,,,,,X,,
0xe3532d83dfe46fa837782e33c629641e57a93e92,,,,,,,,X,,
0xfc9df793588d6479889abfb4d6ea3280edd346e6,,,,,,,,X,,
0xddb2807ae76f521eca97288d72f60309ac310f7a,,,,,,,,X,,
0xf1f1751a03afb24c84d58b2acd347d03244029ae,,,,,,,,X,,
0xd5897e93e94e3ac2c88bed89f5d778ab8c314709,,,,,,,,X,,
0x143ba9aa9b6eeda2b11abc512f41bfa993dc61fd,,,,,,,,X,,
0x9e4c596db9d03f464a668ec185e9b44d5b8fbc71,,,,,,,,X,,
0x23847dbff0cc6987602956502453e8c747f9de2a,,,,,,,,X,,
0xa99a587e484e4e1a741b30939bd9b9a8bc058c2b,,,,,,,,X,,
0x5b54a70027a5848d933c77df5ae354983f55d821,,,,,,,,X,,
0x978b70e3eca9ea53e85c7c7ee097d402caacf931,,,,,,,,X,,
0x4d2a58a2e880fbece2b1d1db930f6416fe86af05,,,,,,,,X,,
0x74aa47c91e13dcea884d7b6f10cee0f3a18301a4,,,,,,,,X,,
0x2c79d44dbca3939f6459c80b4ba8d70bed883be2,,,,,,,,X,,
0xfb77ae735619b6da39e8af19b7bcfdb836509bd3,,,,,,,,X,,
0xb939365c40343a654afbf59270d7d8f895d4ed95,,,,,,,,X,,
0x3b6567e3ab10d4760e262581234a8c53ab0bd39f,,,,,,,,X,,
0x6eeab89b4987cff5fab15219887ff145c64e1578,,,,,,,,X,,
0x1d1723988a21131b9aa757f9341c9ef13a5fa127,,,,,,,,X,X,
0xab916e9d7113558ee6d54084b2541098e2cbe5b8,,,,,,,,X,,
0x9a9cec4210a08c1c969d6506483f0e9e08d26ebe,,,,,,,,X,,
0x5e014aa0649102e07c074f498845f01bcd520317,,,,,,,,X,X,
0x41ec36dc8341110dec431c54b4ed98ef74f1ca24,,,,,,,,X,,
0x306fa407d8fbabaa95d03c03a660b9c77631e92b,,,,,,,,X,,
0x750abf64c1c47ea6813203a97f6012bb3e3f3686,,,,,,,,X,,
0x5e488408dabc7d96c9e5c290b0f18b43a750fbf9,,,,,,,,X,,
0xf74df05e6d69aca3e48cf9495bc58d54c2052d8b,,,,,,,,X,,
0xa44be51ebe5743c89ad07e46abbb187ec63e48bc,,,,,,,,X,,
0x14ca6212e2a09f90fac0cacb02a3efa2549d4b42,,,,,,,,X,,
0xf1b2d92c07683e7e761119998cad3fb863b201d1,,,,,,,,X,,
0x06f78cec16cbdd9a7fbaf70d11500d45fe2d0e95,,,,,,,,X,,
0xfad3ef39de1108cf3ec2d7aeac94b74e31fad8b2,,,,,,,,X,,
0x400c3a32f1ad7ced88b44e23da1971e9ba4da5b3,,,,,,,,X,,
0x83a82bf1b555798cd1c7f3c51a7c91c548cbb401,,,,,,,,X,,
0xd66c1039c46f33e281cd93c510e2334140940904,,,,,,,,X,,
0x43c89150a73ddb970a3ad772d4fef1f150e93a5c,,,,,,,,X,,
0xbc3393c67e793de4abdc51b41c4c0f731d077944,,,,,,,,X,,
0x0d33dae8aa5b38d90a7df98c630bde45d5ab38e1,,,,,,,,X,,
0xf4be6b010da3f15918d9f25cd9bdc1f9b1e6693f,,,,,,,,X,,
0x663b844e3779cd7250f8ad7b1c8c07cf4d055afa,,,,,,,,X,,
0xe5aca3d6f256aa434da4c2cec0a97ef3bd647c74,,,,,,,,X,,
0x4dbe962c51ed5700a513d19d67f7ad8b668fb452,,,,,,,,X,,
0x6220c69922e4f69d1a021134d633e42356f79223,,,,,,,,X,,
0xd408c5ddcbf297dcaa745009277007429719e205,,,,,,,,X,,
0x442ad76cd28af37b2ec47a7b6e04c97ede13a3bc,,,,,,,,X,,
0x3f9071e34a5ac3b59fa8ee94ffc2edea4f9c615a,,,,,,,,X,,
0x9e1711abf5aae8d3e180ba289a4c7f9750bccd05,,,,,,,,X,,
0x67f1409aead74dc724ceea14df3a3119f164e7b5,,,,,,,,X,,
0x1b52613e7b726fcabd0000c9ef799fa4607aa3f8,,,,,,,,X,,
0x63b13b49b2dcd2c5ef289ecb2a158a8614edfdc5,,,,,,,,X,,
0xf838ac5e1704fd2d65b00f80a13dbc3223ac75ad,,,,,,,,X,,
0x89a69e900e13ffb0240b06423fc394501606e482,,,,,,,,X,,
0x06a9e248f1fa6574ec1c3da41b86879b9e884a8a,,,,,,,,X,,
0x6c04e69ae018dec998912199c7fc7c1916f75839,,,,,,,,X,,
0x08f277c656959c8eea4a2137e13e5e4caa053f68,,,,,,,,X,,
0x8732f3051a2dfbe3f4bfc0463c0cfda6e4e44a0f,,,,,,,,X,,
0x50a19f18d349d3fdf815eaa94800f679bf853953,,,,,,,,X,,
0xf5a9d8a6890564b19e713740bddf7d2f6d931212,,,,,,,,X,,
0x30082003af5ab41294453e2abab05dd49df83946,,,,,,,,X,,
0x99d4aa95af5d321079670f9e7a1e41a0099d2fd0,,,,,,,,X,,
0xeb7a8f768b7ec4276bd440ebb652538750ab1203,,,,,,,,X,,
0xc6565f38f3013632a5dbd03af93972df22648773,,,,,,,,X,,
0xa2922b9736be81b35c3a21322b39a041168d2471,,,,,,,,X,,
0x0ab378467723c5c1b120c4f9a923fb02978e7ac7,,,,,,,,X,,
0x123122edcf67d9fbc0991c5d878a9aa6f5a3d523,,,,,,,,X,,
0xf828f3b7eb549f3784be26c1c4b80e18e42cee34,,,,,,,,X,,
0xc3687761b01ef559c03cffbcbff1f7fdc261aff1,,,,,,,,X,,
0x1a6f4ea571393cad57a64a19c99f8fdbb8beb91d,,,,,,,,X,,
0x5acbcad18d86e139a73750fb4990fe1606577c42,,,,,,,,X,,
0x571f9d0c13c46bee336f1ecf08db62755763bb4f,,,,,,,,X,,
0x880bdbc2a38a4746757e03c2e9d8e5a9b0cf4cc4,,,,,,,,X,,
0xd79a746bfa1c8686626551a0aaf0c39f2256d63d,,,,,,,,X,,
0x9a744f5b6fa9ce5efa9f3bc6905eba22c3250eec,,,,,,,,X,,
0x412121611c232e53f4ba510ee207b185756dc131,,,,,,,,X,,
0xab68a9ed16c81e9406e44d8ad59a32cde2955c79,,,,,,,,X,X,
0xb21921ce560cec6c9ae343e95cb3f9d544b26a43,,,,,,,,X,,
0xfd59e01ca07b0831e661f415cd737299a8bdc950,,,,,,,,X,,
0x06a075e777964354fcfe770474d965c1517684fc,,,,,,,,X,,
0x2f1a622f798203e022f61464695376d8e00fc0a1,,,,,,,,X,,
0x3bc00c9b10a3a910a0bdba898f2e6d6ef3fe7289,,,,,,,,X,X,
0xe02708a5671effb1990cd24efaff9906f196a469,,,,,,,,X,,
0xf6de7ffab409b0e9e741d807bd166e659d1cb956,,,,,,,,X,,
0xe04390763c899ad7815fb76d22b216d536813352,,,,,,,,X,,
0xe04bba36599f0ff5a46645268cc9c3b62067a199,,,,,,,,X,X,
0x750a38f68135f09315b0adc4eb943e8aad1f04c8,,,,,,,,X,,
0xfe8e248e2feddedaf763b958ea7077d3cbae057b,,,,,,,,X,,
0xabf85511f8d18500c127bd08b2065231b92875ab,,,,,,,,X,,
0x80f30b9dab0893e4576ab90aafb7bf638667259b,,,,,,,,X,,
0x2c3028ab91bd383249d06d9bdd10283d9668e421,,,,,,,,X,,
0x582f1b995c5b38ffc2ff6f95a071196aa003fd67,,,,,,,,X,,
0xdd7a4bde15e7ff18c7fb817b1643c7b6c5e9cad4,,,,,,,,X,,
0xb53cde9e06676c969f5fd0ab4a8fd0a5a9bbdbdc,,,,,,,,X,,
0xd6ddcdad3488387cfbf77749087f91fdd189747a,,,,,,,,X,,
0xa0f885a90259807f93b5080ed6401ba13108987e,,,,,,,,X,,
0x862dc7c0d05deb1b1424ff0a1a47468bdb6af0fd,,,,,,,,X,,
0xfc2eacdf041088e1e3dee9da54bdb7dd0c77c73a,,,,,,,,X,,
0xf594b8980c5956bcd5c1d1a29fe7361d67b98570,,,,,,,,X,,
0xaf8371ff7c272140850cbc79e81a355b31a97ebd,,,,,,,,X,,
0xee2eee02e022a7726c0e0b4a49555bc3195faaa8,,,,,,,,X,,
0xe2769eb3f200c9a9ff5d4eef58d29dadac395079,,,,,,,,X,,
0xdbc57c4320a4eb3d4d6111520bd24512eae2a07f,,,,,,,,X,,
0x5a3628f79cd09bd11b9f5eff15d99af77bd449bd,,,,,,,,X,,
0x87306c554969fc8e23b9083b021d18ffba087949,,,,,,,,X,,
0x8da3965ca0fdb6f23f2beb385e5846061c51cf2e,,,,,,,,X,,
0xc04cd69d0b48d2a60036565f9f95745ee1ed7510,,,,,,,,X,,
0xc607159e4f0832d11f5dbab7d53b2d623d96d2c6,,,,,,,,X,,
0xd3e842a1d04f9edaa328cca8874c8896f0044cfb,,,,,,,,X,,
0xe4642ee073d1a01c0c5f529c9c720992d182084d,,,,,,,,X,,
0x193686a8243d95db43e917c568088da1e119a5b5,,,,,,,,X,,
0x64dfa51894bb996b67d018ac66acfe1d3aa6ff8d,,,,,,,,X,,
0x01d1df133dd7af699b458e41007580dde4b95e57,,,,,,,,X,,
0x5cd9f1433bb5a4315b39a544a6060dfad6cd0ef4,,,,,,,,X,,
0x1cea9436d637aba2fe79bf51241c60061d580999,,,,,,,,X,,
0x2b2411bd9dcfb0d3f375521917e623676987dfb1,,,,,,,,X,,
0xe70f5841024fa3d739cc43f6f1b551eaeef8fbd4,,,,,,,,X,,
0xf0fcbc34201d3cc2025014e557b83525fba39a9b,,,,,,,,X,,
0xed62a3d5ddb2e2d719fca0eb2d0bcfbdde981567,,,,,,,,X,,
0x140c56fe1360618da25177db0e0de44ca4162458,,,,,,,,X,,
0x67428a02cb50f8505a49c774d2ac785049975478,,,,,,,,X,,
0x5f80bde14891a56babe9766362bdb948e3ea1fd6,,,,,,,,X,,
0x318adccd5bba8853165bf40bc8479adbc55b13d0,,,,,,,,X,,
0x06440c89954af2c63e5a0a943bc5a4726e1b80c3,,,,,,,,X,X,
0x99eec8bb9e2f928a0dbaed2ff5fd1b43e7b71ac4,,,,,,,,X,,
0x95e9b89a302ece57deab0af82a5d20a83f7912e8,,,,,,,,X,,
0x852be5c9602134b49adb6a6dc8fa0448906c50fa,,,,,,,,X,,
0x5d2f38b454b83570ba77a377e598e4c3f019f1f1,,,,,,,,X,,
0xbce1a5990304b77d1bd92efb09309782df371b84,,,,,,,,X,,
0x483d2d2c2fd524df8367be7d892fa1c4e1dacc7a,,,,,,,,X,,
0x21d77b807d614bccdfe019f59090982afcddc105,,,,,,,,X,,
0xd7f94c53691afb5a616c6af96e7075c1ffa1d8ee,,,,,,,,X,,
0x2af018e3d9461091c73adfb07fcf10d87d08a9cd,,,,,,,,X,,
0x1593c1528874548964af0362119cb9ed1406992f,,,,,,,,X,,
0x61591f8cee22574d49391260053bff688a0bfa40,,,,,,,,X,,
0x15ba4daddf19de0fadabae4baf43038ae0ef6625,,,,,,,,X,,
0x815b55b88b1a5a6704f9eaf8e8d40034064aeee0,,,,,,,,X,,
0xc28d4d24a62bf12e39758a4171a9127764d6f2df,,,,,,,,X,,
0xa872521b21a81116d9dd748ade9f997ffcc522eb,,,,,,,,X,,
0x62686c4309b427dfb282c3691211c9ea65acbce4,,,,,,,,X,,
0x8f10aafb07c7fbf8b41b262d8558f63c8f273cfb,,,,,,,,X,,
0xccfe02fdbe2618d23fbc7e0fdeb4cced046b19de,,,,,,,,X,,
0x869921f41af38fe397c8309d3d1885809508b723,,,,,,,,X,,
0x2583593ca6c58df35ea98f81c0d99441b021e3b7,,,,,,,,X,,
0xc0454e36f831520c8bf9713710dd005b1d398bec,,,,,,,,X,,
0x84031f099417e9c8de7a86151aa818619b637f81,,,,,,,,X,,
0x98b59cba81460c8acbb3b4d3ce3fb7c35dc138ae,,,,,,,,X,,
0x4ff9dcdf465e21df8e4c236a09275d3b28ed496c,,,,,,,,X,X,
0x791ba9b55302347ae0cbd659a90322dbc997ff30,,,,,,,,X,,
0x5333fd44ca5748712d9105a4e77e5d224ede77f5,,,,,,,,X,,
0x75f6bfdac4bbb2f3d0fcc8e2c0bbb03614f5f9b9,,,,,,,,X,,
0x106997b2851894d7d3fbd07f1d9f802a31fd3c9b,,,,,,,,X,,
0x28d2b0cc300f8d35af79b158f5327d4d191a964e,,,,,,,,X,,
0xafa215e1ecf21ce5232c2f1d51de039d45ea3bfd,,,,,,,,X,,
0xda9ccc4be14bb1994e7127ea1f37fb24e920a707,,,,,,,,X,,
0x94d0e4b0c35389b10d18233d24a1f7519470acf7,,,,,,,,X,,
0x48cdb2914227fbc7f0259a5ea6de28e0b7f7b473,,,,,,,,X,,
0x8d834f506049044d9f3802334645f046098ba1d4,,,,,,,,X,,
0x7adb0cd8e41670fc0c69dbcac8e1c7033773bf2e,,,,,,,,X,,
0x3b5db1d59e14d8bca7a95ff692bb225aa0ea2a25,,,,,,,,X,,
0x78e397aa6c3f0931186ad9a98d7a28f4e882f2a8,,,,,,,,X,,
0xb14d2c0144206a1e4368ffc7668489e7e0429455,,,,,,,,X,,
0x934d4c153998a72aab89ad3eb53fdecccf781fb2,,,,,,,,X,,
0xca4802d6aff1e247978771a4d29150da050f5e83,,,,,,,,X,,
0x857fd0ada20132cab138e86e06917001339eb7f4,,,,,,,,X,,
0x154bc299db267f78fd71e267707785f4caf85869,,,,,,,,X,,
0x0c41ef708afb9925413bdf2da07ffa104ccd5a5e,,,,,,,,X,,
0x4516bf404caf55e096bc53a12e68770d0a9fb9fc,,,,,,,,X,,
0x1758f7c0cca952b461bf3ddaa21112002806146a,,,,,,,,X,,
0xf7709820c8341b7776be80af4c9d756feb14e237,,,,,,,,X,,
0x0628345dd7c1efa1b2b21240d932b16a1e3630b2,,,,,,,,X,,
0xa58be1f0b2cafb77f0ac044d49ccbcb235833d50,,,,,,,,X,,
0x9e18578a12751d1684271f5291cb02f49194987b,,,,,,,,X,,
0x4132cafa093853a99048666683296a20889ba924,,,,,,,,X,,
0xcce810ab3fa880eca2ce8c00bf5cc9f20cfe0783,,,,,,,,X,,
0xcdfc1e81924fb5ed6066a8bdf54670785fb520fe,,,,,,,,X,,
0x47c9b7505ea1b02aa5591e837a21bb6444cf0fdf,,,,,,,,X,,
0xe7647000435b4437440a129e4ff73f3e3b4f6e7c,,,,,,,,X,,
0xccfc1ccde24e965256babda5867dfc75c5609a69,,,,,,,,X,,
0xe67e43b831a541c5fa40de52ab0afbe311514e64,,,,,,,,X,,
0x1c0e7f67ce7a4f33f9d7f1a657a9c0e8d5b02aeb,,,,,,,,X,,
0x7b5211274d69c15bc6d00220ca34210376253974,,,,,,,,X,,
0xb8e405b8e766da1b5b008e1f1f84681765903208,,,,,,,,X,,
0x714a03a75f624a132075d6227c32f024762c6502,,,,,,,,X,,
0x4f02dc728dbc6a7e379f28aa7e3a3409a0cfc1c1,,,,,,,,X,,
0xca85f65904271e3dda0367dbedbd9e98cd56f85a,,,,,,,,X,,
0xcf69c8fc04d3b22b5223ee623409c493ae6d372d,,,,,,,,X,,
0x0e37d735cb4323b3fb2e08f3c5b8cccb279de9a7,,,,,,,,X,,
0xb36a7659a3457d4454ac4e3241995802603caf8a,,,,,,,,X,,
0x3a39ef5a054020fba1e95f82e7d49c7b20b89a21,,,,,,,,X,,
0x8d3e30f4021d6001574007c632f87852d81fc4ab,,,,,,,,X,,
0xcf3b8dbe675eaa284781e06cd76e02589324606f,,,,,,,,X,,
0x7431177b36a805b34fcd3aee3beee37158b95e0b,,,,,,,,X,,
0xa570c0a173b6a37e629d759a53fbabd1553fc8e0,,,,,,,,X,,
0x746a7a9d676cd04728402034818e61f9e664d84e,,,,,,,,X,,
0x027074b274bfe3df228b75d9a538bb0dac49622d,,,,,,,,X,,
0xdf7b6947a82fcb02a2751e7c5ed85b88629b9edc,,,,,,,,X,,
0xc347a54fe3b417fdb3ab65ba5d59957e98c9bc79,,,,,,,,X,,
0x45bc7556254224ebdba62df8e0303aea192556ac,,,,,,,,X,,
0xe7db0d2384587956ef9d47304e96236022cce3af,,,,,,,,X,,
0x75d7307216a8b389ae7cc3b02b670fc33f7720e9,,,,,,,,X,,
0x6d1d55da1fb471db86db1729dac89d5e7578eee7,,,,,,,,X,,
0x76a05df20bfef5ece3eb16aff9cb10134199a921,,,,,,,,X,,
0x43e2785e983eab8fbc30dfe9be74edfb527fca7a,,,,,,,,X,,
0xeda4f8e0ad09d22e4a6c5327e4b1eee2f7e199c1,,,,,,,,X,,
0x3517aa13faeace00ef1ac831b8e10350302e8ebc,,,,,,,,X,,
0x344b6e411728a2596f4673baea8d9b570d2bf651,,,,,,,,X,,
0x66f7bafbcb35f0df1c8a9ec6549398601db6c258,,,,,,,,X,,
0x48b6a886d06e48ca60bab01f352ca12a02d361b0,,,,,,,,X,,
0x801e741ca8091c1659592ca522466d0112aa2aef,,,,,,,,X,,
0x00e5b98ca4d4c936eb5564378a19995b432004d1,,,,,,,,X,,
0x10dc497635f0ed506f8d933d4fbcd955f3a316f9,,,,,,,,X,,
0xc155bdb0441b136c20f4b563f4c0d7be1b57e171,,,,,,,,X,,
0x0de128224b47f071ee204cd7b318c5014c81bfb9,,,,,,,,X,,
0x7767bc970c37c4777c4dd185516833e1c097e59b,,,,,,,,X,,
0x3aed0ef9164cf90255b85d5c785a164446b17b66,,,,,,,,X,,
0xfd6d51ce1d2a9968c6d1f35840ceecf7c36251e8,,,,,,,,X,,
0xa638a2e1e617677f550ed98335118032b6df70b1,,,,,,,,X,,
0x7b318c7260c58973818d6cbd8ca9c0e80066812c,,,,,,,,X,,
0x3643da666ed15b633ef5fab12b0cd0972d1a809c,,,,,,,,X,,
0x0e215844c1b0f1fe5863a8545235b6de33315d28,,,,,,,,X,,
0x1a26be2ed7659bbdd47a3cbadc21dde96c63f258,,,,,,,,X,,
0xcfe575285c4ab8f856c8f4f84f7d453c481ae371,,,,,,,,X,,
0x58f3beb410088464237706658571a18513012460,,,,,,,,X,,
0xb6ad6d73e33d7680b8cc0f46e1e0b1a4cf2d2d24,,,,,,,,X,,
0x1c0708e894c404ca04aa3ab4caf1eb32d237a185,,,,,,,,X,,
0x08c4bec40625a35f08c118b660ab4ee2a98135a6,,,,,,,,X,,
0x485fc62ce781f6b705d0917506be039a8e388e28,,,,,,,,X,,
0xed470c0ad02c098f58e1df2c854b23a00f858047,,,,,,,,X,,
0x0614f02740557b52b5778bfdcb99e88576b391e5,,,,,,,,X,,
0xc4c1a98a34be54eb5865f20b195375fbc6136648,,,,,,,,X,,
0x88ee441d9984f18a1f0a9a65d0c43653e8a0e544,,,,,,,,X,,
