address,galxe-lido-point-holders,lido-dappnode-buyers,obol-techne-credentials-base,obol-techne-credentials-bronze,obol-techne-credentials-silver,rated-solo-staker,stake-cat-gnosischain-solo-stakers,stake-cat-rocketpool-solo-stakers,stake-cat-solo-stakers-B,csm-testnet-good-performers
0x6e7369c13f43e006b7cc8e11aba8713d3f00e8ac,,,,,,X,,,,
0x87d78b771b33a5a9e44116d1acd0afa4b8146278,,,,,,X,,,,
0x83fbbf3bae03e2ea7de97115095e4e351354afb2,,,,,,X,,,,
0xf0366bf4e19fedd262e9e8f38a602269c82eb649,,,,,,X,,,,
0x7e1d9c7af86deb69c43546a3fe647fb9818e5ea1,,,,,,X,,,,
0x6867250df2056c1a8357b54ef78da51cc2b94fde,,,,,,X,,,,
0x0b347497bc092fd3beefbd5b715094e0068be15a,,,,,,X,,,,
0x2d6307b8b9a72667876d7b0a6d31766b3520363a,,,,,,X,,,,
0x434fd592755f24e10d4ec0823113d7114fc0ed92,,,,,,X,,,,
0xff031c0996a540b02a93317d893f9cb8be66f3f6,,,,,,X,,,,
0x0db00a0b5a1a05a88eaa12aba69f411d83157f37,,,,,,X,,,,
0xe6a00e42b6a8a11e5f9f331ebfb49329d12f4303,,,,,,X,,,,
0xd4ab755ead2086a866257d0a28dde1d24e929a34,,,,,,X,,,,
0x30b7c30259a3d52f5b3af1d8689a9e78138026a4,,,,,,X,,,,
0x0040612a657f4e4db678641bd98da2f5a115b3a2,,,,,,X,,,,
0x64d19fdb8a4d1b9bc609224b72652460c52c2e84,,,,,,X,,,,
0xc7914e7d06ca6f4d7ad8532357ca19d361c12906,,,,,,X,,,,
0xaea6aeba4e53af60ea82b77d2f8919497f5e26a6,,,,,,X,,,,
0x9a26ee153b498c5222aa78a5b5caea7e8afa4a63,,,,,,X,,,,
0xfc6ba36b96bf40ca37dbdbacdca09a08b248ae86,,,,,,X,,,,
0xf00d3211d362c2053603eaa76f2533c96a4b0d4b,,,,,,X,,,,
0x6a5e173e0d10bb43e75ed89120be1640175dcae7,,,,,,X,,,,
0x48461a889cfc3aeccc3690691445dfc776d3adb9,,,,,,X,,,X,
0x8c0b3ff1fc48a48f859a4458b7022839bcca43ed,,,,,,X,,,,
0xa808bcc9dd7185b58619531b677ecffcfbf93916,,,,,,X,,,,
0x1da02407dbd76469b494ea5cd895450e189be15c,,,,,,X,,,,
0xe25214770eea3ae342db86fb93239d3a20e6e170,,,,,,X,,,,
0xdf5336a74dd75658f7a5aac019e9d2aa76749832,,,,,,X,,,,
0x6f4d20c3874d4642a8f5dda582b905ca209b1cdd,,,,,,X,,,,
0xbcd3cab3f62f4c8b1a098871e385e47fbd068e86,,,,,,X,,,,
0xe0b81f99ed10f6b403bea44a3eae10a84f362481,,,,,,X,,,,
0x3d74f5b323f59a6d0c4ecde05ac0f8f22d9c2673,,,,,,X,,,,
0xbc6eab532817beddfa01a97bf2d1f4e8edbdc843,,,,,,X,,,,
0x4ec266814cd531a1b56b512b86bec923553cb6d3,,,,,,X,,,,
0xdddd0036cbeb0a11af1861d0ed526040722e293e,,,,,,X,,,,
0xfa1afe1891925a8222fd3063e5558cf09c20fa24,,,,,,X,,,,
0x295b482e5e0d1a03c3f6b2d56c20c3e9bad0fce6,,,,,,X,,,,
0x2a5b95c0770bd74b66d7214e60ea6619fd233687,,,,,,X,X,X,X,
0x094db7772c05b0bbf9e4cdc6a0416f6bd34dc821,,,,,,X,,,,
0x89bd96e09ed1bc15ccc464e13e65cff8ed0a7f78,,,,,,X,,,X,
0xae9b897ec5f3c73b7735360df13e2d097ff74969,,,,,,X,,,,
0x088bd18a774f3fb4aaa445060e2a9dca667df204,,,,,,X,,,,
0xdf15eed814c2bef7dfe7ebe0b63e0c13c11fd62d,,,,,,X,,,X,
0x000000000f2cdcbb7d698d3abae4475461a36a82,,,,,,X,,,,
0x42bd83c294b67c71a5e8bdfbb7cd7cfb65306b2f,,,,,,X,,,,
0x626ca8a0ab478fd2ba322e0ec70a2ecff88fbe0b,,,,,,X,,,,
0xfd428a433e1bf32d0fc4d37f7840f8c615d56598,,,,,,X,,,,
0xbc74d792c4284f300335226e33d0dbd6482aaa9f,,,,,,X,,,,
0x0401b7ac1c20badb82ff16a49fc0a4d47667deae,,,,,,X,,,,
0x5045ab12672864a8413709f38bac53c15ba54c39,,,,,,X,,,,
0xa2a88ed4bb988f596552f670590fb18f7bf9025a,,,,,,X,,,,
0xc6f962086b0bc8d988fc3f285a43ebef599700f2,,,,,,X,,,,
0xc2ad122910047c7c41b73e684074bc56e8ba992c,,,,,,X,,,X,
0x2e69604f0b2e543c4479769dce4e9f5181e38ffd,,,,,,X,,,X,
0x0f37660d4f0435a4a388a465b9fbec2da846a228,,,,,,X,,,,
0x47e4519ca90d58af5e64f4a39bb803ed572bf81b,,,,,,X,,,,
0xafa2728af93b49d5cce3cfc92759dad7dbd6045d,,,,,,X,,,,
0xc3007f082008e407d0599bd993f40adaf06321a8,,,,,,X,,,,
0x10e767d6d4efc38e673ead13df364a5bd993c61b,,,,,,X,,,,
0x0886f048b4d48bc79ba68e7ea19685b5a7e6fb1e,,,,,,X,,,,
0x4969a9157ad01a81b9fceda1437d249936556c83,,,,,,X,,,X,
0x134e88571ec85deb795d67cd03422c360e9da97b,,,,,,X,,,,
0x986114d5befb65049705561527016c787e9e0ef9,,,,,,X,,,,
0xdc88a2f02269ad8edfe6529ce940bba1f43ad8c2,,,,,,X,,,,
0x3a80dffe82f236aa4991c747be5f8c6575cf640c,,,,,,X,,,,
0x1f2486616efe6f8feee4d536a982136832e12939,,,,,,X,,,,
0xace500261c8ef457e3395d8446f62390e89195fe,,,,,,X,,,,
0x9d671f6a80dbee82ff52e6c5c4f2fb5de53b4a0a,,,,,,X,,,,
0x000000000ad70036ddbc75a8d54f45942f8692ca,,,,,,X,,,,
0xc8578b91b9b8586a03d78daf2718fa450b9481b5,,,,,,X,,,,
0xf5b7a935d521f326ebefc6c7e9a6e978ba2adfa4,,,,,,X,,,,
0x6462b432b958d64189ecaf81e7c2ee540656707a,,,,,,X,,,X,
0x4459c4aeb5ce354b8804f24b2caf484aefa344aa,,,,,,X,,,,
0x70e64420fe0567e4214c12ff46ce7fbbd2ecb4ce,,,,,,X,,,,
0x45444f73ea9e5031f78e9dd86f9cebadca172904,,,,,,X,,,,
0xcd39f9f3d5c031d2bf32b0a6411a3752327531c4,,,,,,X,,,,
0x0a6dcd80fa9cd671b5e975de134c3a4648f0ed02,,,,,,X,,,,
0x071789ff0b13646f5965715a03d61a74792a09b4,,,,,,X,,,,
0x613495473df0fd560eaf8439b5f96d1c90dbcfab,,,,,,X,,,,
0x8dcca46af0931ad0923014780378af2ec88c3985,,,,,,X,,,,
0x6226b6f3aa1f287e6d66800bfdf88830ead506bc,,,,,,X,,,,
0x0beed5976ce83b248afd0bdf9309ce60a25e3765,,,,,,X,,,,
0x23d4c2c6857b31954aa9690d959a819efa1c5967,,,,,,X,,,,
0x8d8993aa734e0eaaf8214c002a52321d3c7060a8,,,,,,X,,,,
0x024187d2d0d8621b3e58687bd54d0d91c35db009,,,,,,X,,,X,
0x00000010e16ef97e530ad0b5cc87a304df1e269e,,,,,,X,,,,
0x4922daec27f055d7936eba2e15fc76bef320c248,,,,,,X,,,,
0xef9c57e02dc2eb640c2c4660ee8aac48acf13d6f,,,,,,X,,,,
0xee8dee05bbba9f3fa74587d5f6561da88441a6ae,,,,,,X,,,,
0x932aadd6c8bd2e6a25b8785452690bdd97921bfb,,,,,,X,,,,
0x3fcf5c92b63d95adebd637b1f4e06c320f0da5b3,,,,,,X,,,,
0xbdab405d0d5bde52ae4161e06838e77790d0bf62,,,,,,X,,,X,
0x80eee1d1c47e921e8d19f2e0a6536f5284bd01f3,,,,,,X,,,,
0x0f4a26155f28c4ef9674877e02bf936c3f2d2db1,,,,,,X,,,,
0x49e1360bb08271de32fd0666fb7c5bcfcc0b775f,,,,,,X,,,,
0x008611479a9a0a89abd043329676c757828544ca,,,,,,X,,,,
0x6872c857946f1d9b35a054f58739f89898df91e6,,,,,,X,,,,
0xb2f127f6fa532a555496d0ed3b05a467cac70683,,,,,,X,,,,
0xc4debf01d60eb3df60055ff46fb1ae49478bc87f,,,,,,X,,,,
0x1eb511ca327e09438d9f6f717ba6e224aa364b93,,,,,,X,,,,
0xe2d4a37d2623cfddc8e13968be30d3e7a1cfbf0a,,,,,,X,,,,
0x12dd557808408076dd6050c770d82a81855ff8dd,,,,,,X,,,X,
0x6bbca7e9ddc848b6a29d10bb0d4320b2b7f11844,,,,,,X,,,,
0xe66e8092bb035f567b804ed2e9ed08df85556c8d,,,,,,X,,,,
0x85d556a935853feca895b9b4d21e87dcd32aee84,,,,,,X,,,,
0xb7644b610d9b522c36dbe12ce17d40ed920ce501,,,,,,X,,,,
0x7c8e16a04c6e1f7023138a792b0a48995f134d00,,,,,,X,,,,
0x77803f5edf7278ed624c3cacb6d8af3c91eebf7b,,,,,,X,,,,
0xff6f9204e0f434bb1f37ecb84eb88e210d3adb98,,,,,,X,,,,
0x026d8a9212e8c2e3023cd5ac380c87c72ac03bce,,,,,,X,,,,
0xc0c0a188bd38305cabedebe4e4360fa8ab7260a8,,,,,,X,,,,
0x00000000ad42a9fb24b03ca29454915474c60690,,,,,,X,,,,
0xbe7d473305d850fc0ea426b1a91e2c2b5c3aab0d,,,,,,X,,,,
0xf5794543cf6055ae710e9c8e99e31343cea004a8,,,,,,X,X,,X,
0x140594e09b8c031722f94547ef3475d641ef5243,,,,,,X,,,,
0x60bcc48666e4a8d0a232c22c53c8b5495a9d130e,,,,,,X,,,,
0x44c15bf4c493423560933288c8776f72dd1f4536,,,,,,X,,,,
0xa90a5e63595760c7be86117f9e5df09ec04335d6,,,,,,X,,,,
0xc6769a2501a52854bacee9c44b005d49d78faffc,,,,,,X,,,,
0x4b0bbe2ac933eb015a13643a511eee6240776e53,,,,,,X,,,,
0xb7bade117609d281af229ee124f765caa345791c,,,,,,X,,,,
0x2c20a23553ed5514170d700c528254d4ff61e60b,,,,,,X,,,,
0xa1b1e2907d9c06e1dbf8a17100850d8914649639,,,,,,X,,,,
0xc278505d306b43932491fbd6ac24519fd214a26a,,,,,,X,,,,
0x6aead8eaf9c6fcf6188880af9fba80cdfdc43a65,,,,,,X,,,,
0xe96640205c9a5da473c945dd919252b9c7da5b64,,,,,,X,,,,
0xf89c78baf9cac8cd8ff26f2aa73e9f29b550f4aa,,,,,,X,,,,
0x3e1369df6ff56ed21e2b59ef46bff78856bf7b18,,,,,,X,,,,
0x20db3a021e9d36283222c3e8018424f7b6e40572,,,,,,X,,,X,
0x00000000ca4f832fd3c7d0bb7d49e97344412e44,,,,,,X,,,,
0xfd1935fd3c8f49723deb7296c58ba4bb1a0e48e1,,,,,,X,,,X,
0xdb3c74b39619e4b8dbf2ea7d7ce85bb985811496,,,,,,X,,,,
0x776c091a52ad35bebc02bb01c502c60bb3f9040b,,,,,,X,,,,
0x8b5a48047116a36dd76e925d83700fb8be92dceb,,,,,,X,,,,
0xd9996a68e273ac2112ec5eb05c265850c5caaf1e,,,,,,X,,,,
0x756afc8f31d313e988015b178c169c07472f06f1,,,,,,X,,,,
0x18d158296ade42efe5af04bb1decb3d3f02551b1,,,,,,X,,,,
0x6af1ed86582867363c93938c8d95663b35540d9b,,,,,,X,,,,
0x671224c897c7b189d4ce317e798275d26e396f0a,,,,,,X,,,,
0x66898d49bf40c1b575134f15510e6d1894dd1c1d,,,,,,X,,,,
0x0d68d19f7e7798981ace2ef254d9f6c9091ccbe1,,,,,,X,,,,
0xb8bbee86c4464e6edb24f99bf530c03d9b00ed83,,,,,,X,,,,
0x8cf44671d475cd1a68647061b4c0237c19eb4636,,,,,,X,,,,
0x98c9dc70b4c83379d02af3ac59fc8b3565c7e756,,,,,,X,,,,
0x00dc003ac6d525e40f7e538881c9098d29caaeb4,,,,,,X,,,,
0xaae61674f8e08bc8100df232afaf7d0ef756ceb1,,,,,,X,,,,
0x73f962a2947fb4a37562f54fca2884a92bb82fb1,,,,,,X,,,,
0xac976f1930234c06e36ebaf34e8a741fdf56a9cc,,,,,,X,,,,
0x65fdf51bf2caac8e4fa4623ee06dc0fc2ff4b540,,,,,,X,,,,
0x7d98c8fe3b9266b613bf9da00f2cf285621d0ae3,,,,,,X,,,,
0xdbbd66588069492fb85d2c1d6cb13c439b068849,,,,,,X,,,X,
0xdde386f7694e39a3f4030c04a1f5f98157ee1108,,,,,,X,,,,
0x30046f7337625b7d076c4bf7fa7e56cf19f676fd,,,,,,X,,,,
0x8eff0e3b14d3aa9e2ddb16947b5bfb0e170fd5e3,,,,,,X,,,,
0x99dc2d147fe741311e4051239893efb146205c75,,,,,,X,,,,
0x2f5578c17c765af31d4186d66cba6c7bcc02db6a,,,,,,X,,,,
0x3c93021f4f684c012dfab22c2968569bfad7fd2d,,,,,,X,,,,
0x3e9fbc432758b6037d61dc0db7b67aee3ee3888a,,,,,,X,,,,
0xe212611444e63f980cc0cac52ffd18bf5f635968,,,,,,X,,,,
0x88d3d771d6fcb29d5e9b789a8ee5827433a76bde,,,,,,X,,,,
0x2c08a0c5901d2a9d6adccb6200ca7f075590b3c5,,,,,,X,,,,
0x6b8a18b3ae06ca95f317568cf1efd52716f4f3af,,,,,,X,,,,
0xcd35a0efa549614ed16c3362a12f6d3d39aa8fb5,,,,,,X,,,,
0xe173b5167d8a7fe52346ec21152437b3432bdd57,,,,,,X,,,,
0x81f201b6700ab09ff687e2a2b4fdd9be9173e4a4,,,,,,X,,,X,
0x0a827caa9778e76d59c87ae9fa2f570e726d860a,,,,,,X,,,,
0x31556732977b4990e2db9afe3b25efac79ce7919,,,,,,X,,,,
0x06bd322fd6bae91cf99fcca1111eb278478b3838,,,,,,X,,,,
0x416d0512899db00f2b9aa50897d22bb38f3676c1,,,,,,X,,,,
0x19031c02db094b64b7688a88dfdd084ef5c3fbff,,,,,,X,,,X,
0x45ef8288c99f6dee616c3cd297f69790958f7b49,,,,,,X,,,,
0xf993f668b7f9316c53cbe4451b4eb722defadf89,,,,,,X,,,,
0x931de422a1a88ce7e7417bcb3b5e6138cfe997dd,,,,,,X,,,,
0x1d678a2e0328be1e14a58e3c1b00da7623f7fff2,,,,,,X,,,,
0xdd9e260650a8fe3eb1d2c25899cd186e356993ef,,,,,,X,,,,
0xa077520dc0744dc11cbc06ab3ab5589150df514d,,,,,,X,,,,
0x43c839393e06cba190884fdeb20071c83dc973dd,,,,,,X,,,,
0x69b00b69a212c1a2cde061ff92bb0b0ffcd9edb7,,,,,,X,,,,
0x3deb699ecc920c7af1bdaec12beaf845cd1bb338,,,,,,X,,,,
0x2eafd614f1b1a3fa733d257ea9fc51ebbe080df0,,,,,,X,,,,
0xbde01d7a003184f1c8d42cc0e434d6d97d32d5f8,,,,,,X,,,,
0x6d0a21afe621090787b962aed6befe949e430fee,,,,,,X,,,,
0x96cc9c58293d280b8ff91b0cb541220830ef3db4,,,,,,X,,,,
0x07e613e0a4bb41cf7a007c40b71dc2fe287dae4c,,,,,,X,,,,
0xaefa35527562c1e44dee7aa003b97195ea2b3a99,,,,,,X,,,,
0x349da605aa1b02968064fd94c3aca538cf211246,,,,,,X,,,,
0xc0de27b304cd21d517a64f9257899899fd1374f1,,,,,,X,,,,
0x4e540fecdc3fe56a14a985980eacf2f6187b17d5,,,,,,X,,,,
0xf3181c071e3f20581d275857eaa5f252c495b77b,,,,,,X,,,,
0x0d293c41810eab7b0f9716a9a2f0627279051565,,,,,,X,,,,
0x948382fef59679abbd62adbe565efef5f50c38aa,,,,,,X,,,,
0x2322bd295ce7b50b058f1b353945a8d143a76342,,,,,,X,,,,
0xb57e0eaf371b1b50c9ba5f68a188497d525b8cbc,,,,,,X,,,,
0x1a942de046a0d323f044eb4e73d4c77939f53e29,,,,,,X,,,,
0x2ee531973cb3c0a711d8b0f5e9648f83884ef99c,,,,,,X,,,,
0xd7a2a8600be7caf300beb18ff19a00d7e00d3474,,,,,,X,,,,
0xf00d013f1ff866208d569e28881603d0a567dd69,,,,,,X,,,,
0x63ade6f3a87af50320a53ac53893cf860f1667a4,,,,,,X,,,,
0x3845d244d7a31ff15737caf653720113d557e36c,,,,,,X,,,,
0x79ec0dc7e40c8067f745d835c685764c4044a238,,,,,,X,,,,
0xbd51c5ef92369d77d94945190450b4958b4552d9,,,,,,X,,,,
0x30f7a4b408f177e514c0cd67697fcaddfb486602,,,,,,X,,,,
0x4ed48353c0e294df27f242b7e850bc4242740516,,,,,,X,,,,
0xa99555eaa06e14a4a67f05c1a6466d89e9bdfad8,,,,,,X,,,,
0xa06acd017d007fb6bb03efa48bc0f3e0d86d0414,,,,,,X,,,,
0x9f503301dfbfb53724846a8128accd7114bc89d1,,,,,,X,,,X,
0x04773537ff9876a8c72c43d241f70c18b445fca0,,,,,,X,,,,
0xa4467256a5095f74342f1af2998aaaf2398e51ec,,,,,,X,,,,
0x0e62ac52d0b8c5f15a80d1c848e0bd9726291388,,,,,,X,,,,
0xfabc9f8060ee8b665e3901a9921a90e2f73d65fc,,,,,,X,,,,
0x29fb5decc9d8f706b173125f1d12324c7e0bfb6f,,,,,,X,,,,
0xa0ec480f463058590b866ac473f2c5a4cf971dd5,,,,,,X,,,,
0xb2d351485de36fc8b97a7806e086f02a13a24562,,,,,,X,,,,
0xafeecd0e1f4751cc2c9a122e047b07705b286d52,,,,,,X,,,,
0xd543d3d22a21853e244e10022a471bf7bede046a,,,,,,X,,,,
0x932c34f7e8c3e42116c88adf40d33dd200fd2f21,,,,,,X,,,,
0x69916d21f2491805e3761a38f62e7566ba264564,,,,,,X,,,,
0x1337de1ce7de2b2c88df5ac4ac6cccf417910870,,,,,,X,,,,
0x6106286527072c05d61d6d4520bf86f4af2f4760,,,,,,X,,X,X,
0x28f81601fbf75698b053d291caa7aac72d3fefe1,,,,,,X,,,,
0x108747675ecb95d8a0417a86fbf3ba441330f2d4,,,,,,X,,,,
0x4489c6096b17e26dd90164f9c06a26a9193d52df,,,,,,X,,,,
0xabced57e8bb32e676ef78ef5777df4fe85870b47,,,,,,X,,,,
0xe2d8f982708ce1e3814c8986cbab624ca926288a,,,,,,X,,,,
0xe1180c16f002e7cbf8911c382f0998db417a9bd9,,,,,,X,,,,
0x5d1333481b0b627f0862f1c9d3ff5a538b6953fb,,,,,,X,,,X,
0x8888cd677a15fdde2267016134773728acf75c02,,,,,,X,,,,
0x9291350cdac53fd54958a34e99f612e7f40e671e,,,,,,X,,,,
0x7805dfc00206605cd05e48b41fca66b9f636b84d,,,,,,X,,,,
0xb0ee06c870b3a35b732c959c45002229043062ff,,,,,,X,,,,
0x6beb4c0d4144b303d1aa89b12517879313ed1aaa,,,,,,X,,,,
0x419de23f5b51c429f1dcf77de155772c40c75085,,,,,,X,,,,
0x90fda71d0c8fef73fdbaae6b08f6e481e6e1d66d,,,,,,X,,,,
0x3cf1f872416a7cde8d67a0304fef7dba62af78ba,,,,,,X,,,,
0x6351a61d8662be69a8267cecf1159bd2f05eb005,,,,,,X,,,,
0x82fcdcf864b6f514498f890775dda6faa4247016,,,,,,X,,,,
0x64fd2b40ae3cba40ee0045e1e78ed2880ebd99e4,,,,,,X,,,,
0xadada000c278690c88c04f87382f19eedfbc1812,,,,,,X,,,,
0xbddc6eacadfa79d0415510ad57a503c0a861c0b8,,,,,,X,,,,
0x518e614cc1788a3baf414c5dcbca4171f2324446,,,,,,X,,,,
0x41138319240d60df63aa2c57a47ebf366079a240,,,,,,X,,,,
0x330d11807cb299313e279e934eda62bbce3d895d,,,,,,X,,,,
0x26b8cacd071eec1e0c0243f1555fc50e3fc48e71,,,,,,X,,,,
0xd2ed06dd9cd3fc1aaddb547e8cbfbb096cdd65df,,,,,,X,,,,
0x147ae7dc35891102d333cff316e8938d298bc01f,,,,,,X,,,,
0x3da4a1055f0c1a6678606392dd37f706e4b8e66d,,,,,,X,,,,
0x721c3246b4127756951d60c59e8004e2aa789f89,,,,,,X,,,,
0x380e9bfd74d9da2042872dc582025451921818f0,,,,,,X,,,,
0xea4e9aecd8fc4b2da122d379352f835054228ce5,,,,,,X,,,,
0xb42e0d3e8c4e3617ddcf1ea046ba7951de86259a,,,,,,X,,,,
0x127b26da972e8dab39721cde3f5f6f6eb3126fae,,,,,,X,,X,,
0x729378e235c0a1e59844feb990d151d83c888865,,,,,,X,,,,
0x410df007007bb8dc4b9d66dc9e1b9dd5ab0ee38c,,,,,,X,,,,
0xa9b297b3e0a0263e55e4db802be1ab200a69009e,,,,,,X,,,,
0xe28d8f059033fdcb04a91044be4bdad9a864a52e,,,,,,X,,,,
0x883b77ba9f480f7ca75d636d10513c873d630821,,,,,,X,,,,
0x9db77118ab3e24aabc335cd337cac51302a89289,,,,,,X,,,,
0x6c26b292e791b28b168a1d02487730f65e288560,,,,,,X,,,,
0xab61a19a50d6820974b61392c197c2935d1bc5f3,,,,,,X,,,,
0xd7de06cc9bb7d55c7a2da83b26a00587f08e6d57,,,,,,X,,,,
0x54d41fe5c9ea75e3999b54e340d3185d6724427e,,,,,,X,,,,
0x0e90e32569d6f8355f4653845d67b486a891fe1d,,,,,,X,,,,
0x000000009cd2083f356f6a87118aaf50d498504f,,,,,,X,,,,
0xde7ca356d6e03f529d809cd1740ab2a5193b0fc6,,,,,,X,,,,
0xd6227b306803dca68843b8560c9c8b25ea8f2e80,,,,,,X,,,,
0x9613657c5dbb28df4e7af70358b69a4201b38ac8,,,,,,X,,,,
0x4e79d935fa793691fc4941eee32a278c4ee68f51,,,,,,X,,,X,
0xed044fc3655fe9b331d3b088839aa8c1eda96dba,,,,,,X,,,,
0xac5768447f407c94379b5096211fbfad475e822a,,,,,,X,,,,
0xc96414882cd15da558071a10e8452e502af6950f,,,,,,X,,,,
0x63cdb4c8d7b8dd1c3faae29bcbd9d15e6e8822cd,,,,,,X,,,,
0x3493984dbb977df8d9e7c967a4e8f50c6c832952,,,,,,X,,,,
0xaa43947dfb8e052d18d58cce9bb9ce84371dc2f1,,,,,,X,,,X,
0xcd33bcb59b1a4717161121fcf36ed165b9e30da0,,,,,,X,,,X,
0xd17cc3b62393623ff29866374f43dbd68b835804,,,,,,X,,,,
0x50f3015a1664cea4bb5fb0f38efdcdcdd0757794,,,,,,X,,,X,
0x89987df779d343d24c02299fea0ac9ff0a515c17,,,,,,X,,,,
0x9f81c08c51d0ba883320c01a40d4f81559bd671b,,,,,,X,,,,
0x81e0279d5a790aa7ab8e89de8cf380115b40be2a,,,,,,X,,,X,
0x05e3dd28852195a41ac724cfd646cb4e4fdb5d20,,,,,,X,,,,
0x60752c8016b84cc80fa53b62136382d6105ba005,,,,,,X,,,,
0x98b5c6d3f9b7f2b771a23129d33cc95b0dabf4a0,,,,,,X,,,,
0x5cfa6254dc991ca0efaafc84ce92d960e6d4b911,,,,,,X,,,,
0xb8248fbe67e0e09056f3b5c294a82282c3cb35f6,,,,,,X,,,,
0x52509ed0911435b46b4b91040bdcbafaa9786072,,,,,,X,,,,
0xd1f6fdf2b69ebe8ec0c69b042f594a1ea97aeec8,,,,,,X,,,,
0x42071f782dbef1153028743a3c8214cb2730d41c,,,,,,X,,,,
0x6046523eea7b0ae57d10114f19ba6b4457cf4d11,,,,,,X,,,X,
0x9ec0de7e44b32e7ed058f7ce7ba50fc0b2861641,,,,,,X,,,,
0xe58936af696d98425f873a10c382191f7b0ac993,,,,,,X,,,,
0x7b5e8eab590c85cd8485c1cff9159a47f49f403e,,,,,,X,,,,
0x8e8759786fa4241a3ca8e90499da843fcd11a4f3,,,,,,X,,,X,
0x138dbc032c98944d3f441c6849c42b21ee13f6ad,,,,,,X,,,,
0xa9d34633e214c9d02129aa74c85aa9ad22a45812,,,,,,X,,,X,
0x5f8cd1d9e80ec9b49fe3020b2302e377a609441d,,,,,,X,,,,
0xd2946c032404f21339a605402b122d1828029fde,,,,,,X,,,,
0xcd2a5a6e909f05b43bd7f2e9239042b31493e989,,,,,,X,,,,
0x954bfef308792f3f7c14eea512df4bae31808b47,,,,,,X,,,,
0xe78e3d2ba53c5f884bb9bfb4b7dc424406e481f2,,,,,,X,,,,
0xcb34be2d020bbcdaa1a1df2cb64f3dfd528efbbe,,,,,,X,,,,
0x1bfa7c4e136c61ef0d63b4205fc23e6de7a07e98,,,,,,X,,,,
0x3a2dcefad416a869e976f745a1d9b9e1c44d296f,,,,,,X,,,,
0xafe507ab8523959a172cf255ae266b13219231b4,,,,,,X,,,,
0x46f5498bc68f24e64aa85eebccc2feef2fc08233,,,,,,X,,,,
0x4d81e24cc8da49fe0f61145fe910a8008ac83761,,,,,,X,,,,
0xd8fb056649190aee3db377d1b40f9f461a9672d3,,,,,,X,,,,
0x9b1d5ed6b051096696f0dbda2d0b34416b4f7b78,,,,,,X,,,,
0xfcaeceb4f5c1a1d567197c7ab5cb60635e71d430,,,,,,X,,,,
0xc2be3aaaff5f5c0052d815d4227a6184961bda10,,,,,,X,,,,
0x013bb52c1156ddb0204c05564e7511bdefbfa906,,,,,,X,,,,
0x5946828defd1bb3e42598f969d554e66790f6c28,,,,,,X,,,,
0x944a89806e290a3417ab4caf077754e741a05b5b,,,,,,X,,,,
0xbfad893a296317e9d47a5a12f92ee28e685c23c3,,,,,,X,,,,
0xdece32bbbc902d41fc1cd6d317eb79fc94b8addb,,,,,,X,,,,
0xddfb214e0a218e1f8b9d2eeac628311e8885c35c,,,,,,X,,,,
0x71a1428486a7072c4690e6b16d18c68c6e8258b5,,,,,,X,,,,
0xe71696759bb87c8171bd9dd3a899c2d9e6e416d9,,,,,,X,,,,
0x4b98e5432c52dfc5779ee7e9008fb6d6956e1129,,,,,,X,,,,
0xe556a14ec1a8f80c276105955d5ff5c5e3c3d6f8,,,,,,X,,,,
0xdece102e7106046043d938d230b0e39a570790c3,,,,,,X,,,,
0x1b096694da853e7bc21a4059ec0e595c87481ad5,,,,,,X,,,,
0x0b99b7a10e43df9483589d9e4f0af7ad4d52529e,,,,,,X,,,,
0xf1f34e141c8ee185e53009317d6842b75e3bce81,,,,,,X,,,,
0x8bd98596c0bf87fbe65d0b25679f15904b4faacc,,,,,,X,,,,
0x7a43f9109726328286ab9cd6ba9d5e2cd1b71fa7,,,,,,X,,,,
0x94f9b5dfe9ffe7fd6953230d0b69b5ea243ed671,,,,,,X,,,,
0x0bf0595890efb8f3505bacfebfa84b8716326d7d,,,,,,X,,,,
0x2e3789404d0eab885040b605bd672a5622d0ba68,,,,,,X,,,,
0x58330153002623a4262c1e2318ea2e0a1582beba,,,,,,X,,,,
0x8936dc9ad7aa5d596a6fa776e15dd61c6b38d16d,,,,,,X,,,,
0x460b913b8c3f491292d1f9086011c3482eef97e3,,,,,,X,,,,
0x6dfbbb25939867b661252710650f5ce2b4d5f470,,,,,,X,,,,
0x219d869907080abd68190d45a28f41e815ddb02d,,,,,,X,,,,
0xfbf7d6f784c0293947f044a9fdce706d5df372f5,,,,,,X,,,,
0x5d64dddcc9d8eb8a9306b419d3ab5e7c7edc5f03,,,,,,X,,,,
0xc95de3829e7ac6e7417b7b1261165e1d26801c22,,,,,,X,,,,
0x90fc1c5b09307e74c7295b15bc54a6a02eccecb6,,,,,,X,,,,
0xed76f4afe55ac5e4e8d746d09ea474a66fa334cc,,,,,,X,,,,
0xa684fa4a11d5e8cb7797f26a41df2ca2183a9194,,,,,,X,,,,
0xf35f2434a872a9b3fb1a330fb205082a429a2f62,,,,,,X,,,,
0xfc070ab44ce75c14d81888d225496fe228dfc24c,,,,,,X,,,,
0xe0e97ba5a41eeaf1458afb488b4b92d6dd5fabf3,,,,,,X,,,,
0x0000069a4b665d3b036a241dbb04c1d52a09841a,,,,,,X,,,,
0xb00b52deb0eeab905553967dfcf8cd437fdfd48d,,,,,,X,,,,
