Address	valid	invalid	pen	Attesting	Slashed	Exited	Tot	Tag
0xC3B37AAe8988eD8a112708047cfc9a51C00A5FC6	50	0	0	50	0	0	50	
0x33Caf1E780FC8a92247F42A220cAEAFdE3B5D553	50	0	0	50	0	0	50	
0x5f055f332C4A5bA920D934Ff69CD1Bf747eCe5b9	50	0	0	50	0	0	50	
0x65c02C7D1D8106995EBddA2bA469E3eB3Ef69fdb	50	0	0	1	0	49	50	
0xb460336e8850Ba79C56CfA6e47de2fcd3D2D3d63	50	0	0	50	0	0	50	
0x8CEd740fB27fa5b295dACE1b3FE04987b0f0feD3	50	0	0	50	0	0	50	
0x5AA9BfE0af1dD1242DD082Afa2667F2B9b369A9a	50	0	0	50	0	0	50	
0x7C0B689A3003e0DBd2d37Ce15e8a2273d91bd7F6	50	0	0	0	0	50	50	
0x30026e82523D69bE26fB73cBff16b31E09f81e62	50	0	0	0	0	50	50	
0xf012F03bD16E7C24Ae3a8E89A4250440a8c6Da36	49	0	0	0	0	49	49	
0xF23fd62E9566262a009851D0C0E70B3280e2EAd7	49	0	0	49	0	0	49	
0x66A5B7401ae8a8db6B15Ab0b5442F283BdaA8cC2	48	0	0	48	0	0	48	
0x00B1132aaD75fB5C2CB4d6A06799e92ECB6e20bc	45	0	0	45	0	0	45	
0xC0B53221A7dbcbcE68441C26ea4DA73266D6bc20	45	0	0	45	0	0	45	
0x78cfdFf4E05A3c14755366a69be68ECd4e62AfA2	45	0	0	45	0	0	45	
0xe9940C4185230F34Cc6554883Db1238017A804BD	45	0	0	45	0	0	45	
0x8255eB729cc7B472DDAe4cFCF4b68d700E3e5cde	45	0	0	0	0	45	45	
0x06084Cb814C7D3b8d5Be8cA5213C5Dcc5eAd22bE	45	0	0	45	0	0	45	
0x2205939eFBa2e9c29af24E7bfEdAB6764523144A	45	0	0	0	0	45	45	
0xc3d07A32b57Fd277939E7c83f83fF47e3BE5Cf62	44	0	0	0	0	44	44	
0x715B6D52Be0Feea211Cc81E73763C369E0CeacF2	44	0	0	44	0	0	44	
0x3d25fBFAbC4bbc1908d203cCF2979a1FB1bFa41a	44	0	0	44	0	0	44	
0xCC140877E0dD328415F65C8C4D9391FBd98E0fcC	44	0	0	44	0	0	44	
0x0b17cf48420400e1D71F8231d4a8e43B3566BB5B	43	0	0	0	0	43	43	
0xf85da493b7c21Ac68704E35CeD9D448617B0EA73	42	0	0	42	0	0	42	
0x8a1A304309934d86CECc430ae6A3F824E5702668	42	0	0	42	0	0	42	
0xF9f12F065499fAC55f031D11D1f1439e4BfA8525	42	0	0	42	0	0	42	
0x13d89b34BD57f483f4023ca147D1f093436CF4F4	42	0	0	0	0	42	42	
0xb1Dc0B1776dE0c92874032D43b803a46542eA061	42	0	0	21	0	21	42	
0x9A97Dbc9BAa91707B5bde45C810536C17b8cEB15	42	0	0	0	0	42	42	
0x166E58eA56399d5809FFfe195196554E9934bfF7	42	0	0	0	0	42	42	
0x4AA9833E5D1aA406880D291E3ab7aa284f6E8e86	41	0	0	41	0	0	41	
0x0b5A3054E7d7c25c23eE8B7fD7CbA3d2660Bc6A0	40	0	0	0	0	40	40	
0x42FC62b9e79209b74Ef9eE746498242A572e174d	40	0	0	40	0	0	40	
0x2BFEc5f4B7596720aeb203075bFC7d1153214F0c	40	0	0	40	0	0	40	
0xaDCDA97C0C1F421C289CC459fbb19a4511E46ad6	40	0	0	0	0	40	40	
0xcc0AA6cB65bBa3E2BfeC1034163D8E15647019DC	40	0	0	20	20	0	40	
0x5A85e58338E0375198DD8433cdF6dB7F9569Dbd2	40	0	0	40	0	0	40	
0xe40DA3981106ad6B63Ce44fe8790215C27129599	39	0	0	39	0	0	39	
0x5eBeAF3F9dEE033c12D527D7Aa18478073833080	39	0	0	39	0	0	39	
0x85175E4caBe1d9d85FeABa2961CAf6d4fcfdfb76	38	0	0	0	0	38	38	
0xf8536B417396cB1eC80b12b1c9c573392357e619	38	0	0	38	0	0	38	
0xE8676f0BD30c8323Ea99De099c5cFBE0Eff4993D	38	0	0	0	0	38	38	
0x5C96Edc0EdE2165f5C855f32C93af2e55fE25E83	37	0	0	37	0	0	37	
0x76a2F877Aa817F694031CE4202f8Bf36A07AE2A2	37	0	0	37	0	0	37	
0xEdbaA04Fadbcd2872D70B99ED93805c489aD4887	37	0	0	0	0	37	37	
0xBeAAe768C2534b882CA2cABf1f04d528b95163fd	37	0	0	37	0	0	37	
0x3dd8d1684683eAd5223CC5DBf0215fE2855dD0d7	36	0	0	36	0	0	36	
0x0Dcfa4aFb101d5e24B46731c4c0Fe3e4C59eC73B	36	0	0	36	0	0	36	
0x5B542656634F5B781E93c4f147aE0F01Bb58Cd50	36	0	0	36	0	0	36	
0x8c30d114B6ba0b1EACd516AEC4F13341D703E5DB	35	0	0	35	0	0	35	
0xEc23615309Aa1F56d5D01647E9C5d562Ff375Ba0	35	0	0	0	0	35	35	
0x447E8577FcAd4463E83cBE51D1958D6Eb1c2c995	34	0	0	34	0	0	34	
0x1F27af0bAd8A2c7C38E68f548716E4ac003A2F17	34	0	0	34	0	0	34	
0xbcB0dADeEB62f0A814b9fe2425e1315398eB66E6	34	0	0	0	0	34	34	
0x64f2844525E6fB15260d0836EE9827E419f982B4	34	0	0	34	0	0	34	
0xB0fdAf86FB98Fc3ebf8AF29c6720117cb28C2523	33	0	0	33	0	0	33	
0xe6b5A31d8bb53D2C769864aC137fe25F4989f1fd	33	0	0	33	0	0	33	
0x1beBA25D86FCE53C6bDb028d2bF71ABDC9B6a9ce	33	0	0	33	0	0	33	
0x3e832420dB4ffCCBc1F2d3A25944F99498740a05	33	0	0	33	0	0	33	
0xe46c401De7cfDbfb6B059d9ED640a69c4e3DCed7	33	0	0	33	0	0	33	
0x6b1B878884CDd08bD69bBdea52e3C434F628C68e	33	0	0	33	0	0	33	
0x96f4da61ee795F9F4A5CF0dAadcc336ADc73232a	33	0	0	0	0	33	33	
0x6502bc1deeB61C1Fce5151e90bCBE51Fc75CfB10	32	0	0	32	0	0	32	
0x10ccDB235ccDe4c3e2a3C3a499428F032B062e28	32	0	0	0	0	32	32	
0x7e9924deB322cA81d5fbb2FfC6c6e0222E53330E	32	0	0	0	0	32	32	
0xD362850f06fbA0b1708e862c358780819B1D58a3	32	0	0	32	0	0	32	
0xaE53CeC7cDd0c69C3c6b427c4eC39b9262Cc7f8F	32	0	0	0	0	32	32	
0xec0d488Aa5017Cc6F8Fb83c37dea0d47c9938054	32	0	0	32	0	0	32	
0xea19157F846875ff2FCe465A55585ddbdee7b131	32	0	0	0	0	32	32	
0x9A90d72548C778A247553eb801d4d61A9436FC1f	32	0	0	0	0	32	32	
0xa7Ea22CFbB4812045fb91010E7a6922411FfD1Cf	32	0	0	0	0	32	32	
0x068F4120052b33136cD68f41558C54E21B4b8907	32	0	0	0	0	32	32	
0x1d3Eb92e0B842Ccc0C25205469D2C06E2F28fC83	32	0	0	0	0	32	32	
0xa7Ea22CFbB4812045fb91010E7a6922411FfD1Cf	32	0	0	0	0	32	32	
0x9A90d72548C778A247553eb801d4d61A9436FC1f	32	0	0	0	0	32	32	
0x17ae0a6BE2e97b384165626dB2569729d5006640	32	0	0	0	0	32	32	
0xea19157F846875ff2FCe465A55585ddbdee7b131	32	0	0	0	0	32	32	
0x2BdA946a7740b1dDB0fd5C226819170c4DD15720	32	0	0	32	0	0	32	
0x25f965Abd0Fb8C01D6B0664B5dC7fDE4a6Fab26D	31	0	0	31	0	0	31	
0x486e7307e9a8677a6695D332B5d0D9039E1B20a0	31	0	0	0	0	31	31	
0xbC8f162D0B906d5614fF6b91fcB25C7f746A96ee	31	0	0	0	0	31	31	
0xC1d71e55d205960A177adAD094e38D3D7F25F9CE	31	0	0	0	0	31	31	
0xf564ae3860106514D6Dee5c480bb884F298DF6f6	31	0	0	31	0	0	31	
0x89fd27ebDD48bB73D7aAB9E5f5ccEbc781660CdE	31	0	0	31	0	0	31	
0x7f9320A48f563153d2D3a877a26eA8A878E50db6	31	0	0	31	0	0	31	
0x72aD60856935f7F1605481444A0886e99EB2FB2e	30	0	0	30	0	0	30	
0x96F959901d943c351EA5016b2D4d2b6F5FC79a1D	30	0	0	30	0	0	30	
0xf50c66649d9EaA6C2a77440cD92e4Ef8Fa716Dd8	30	0	0	30	0	0	30	
0x1B3bBAb4f9975094b326C6b64644fF2723d163C4	30	0	0	30	0	0	30	
0xCbcDCA647cFda9283992193604F8718A910b42fc	30	0	0	20	0	10	30	
0x4D58D36e46Cf9AF14e416061Fe5D0074780b4099	30	0	0	0	0	30	30	
0xe52C39327FF7576bAEc3DBFeF0787bd62dB6d726	30	0	0	30	0	0	30	
0x657ca50f85b547a8175207059ae407967af37027	30	0	0	30	0	0	30	
0xfA91288b3033d095992CF3cB0B0E54b807c3C2ac	30	0	0	0	0	30	30	
0xC7B8d807BFBB5D1C69CEFaDD230fCbf4E139EDAB	29	0	0	29	0	0	29	
0x73361361f17AEfFC03c31eEf1B9235A6B26D2789	29	0	0	29	0	0	29	
0xE922399AaF629DEA63987F2157b0cA7C44f4De90	29	0	0	0	0	29	29	
0x4ca790b2C94Af33009F5E7E2A419d766d77AA88A	29	0	0	29	0	0	29	
0x33aCdCacA20A2da5bF186dd7B43dDA37973fafF5	29	0	0	0	0	29	29	
0x219b4B0A498566C412391219Ea3d936176719ca6	29	0	0	29	0	0	29	
0x0c3EF07338d82406F4E49bcb6DF157B94A3dcD38	28	0	0	28	0	0	28	
0xe157fa0435B04E3e7Fb5Bb1878e55FB569f30FC8	28	0	0	28	0	0	28	
0x3f978fEE9c9Af54257dD52b754AE5167d842a109	28	0	0	13	0	15	28	
0x4E6045095d46345bAB0734ec924C4C9ed11497C0	27	0	0	0	0	27	27	
0xDCe38101a45640B02306BB60A0FDeb2c3d8487b6	27	0	0	27	0	0	27	
0x7d31eB177C546fC5391821f1Dea0FE8392C0eB47	27	0	0	22	0	5	27	
0x25553D2DF56A92bbd6FeE1b5255959F431C3FBaA	27	0	0	27	0	0	27	
0x815612815D7fB01B1E8a97fe4A0996e77245A3Aa	27	0	0	27	0	0	27	
0x6A1f4b47f9496114B538bA4D208BB10B8d3f86a2	27	0	0	27	0	0	27	
0x06c10C06CFa0210d61aCcaf8B0EDbD351F659a8C	27	0	0	27	0	0	27	
0x1874A3Ea93bA7566E3b7128da240bc48246EBA06	27	0	0	26	0	1	27	
0x0fDcF076418c974522cd3be085590c0344d07c81	26	0	0	0	0	26	26	
0xea7A42D29c7Ce1ed2c7F69e39152Cf1840b0A964	26	0	0	26	0	0	26	
0xE3E39161d35E9A81edEc667a5387bfAE85752854	26	0	0	6	20	0	26	
0x0550bED1C94AFBd468aa739852632D7e9b4c2F86	25	0	0	25	0	0	25	
0xEA7D443EcB40E2189d674256DfF3CC32b35C1430	25	0	0	25	0	0	25	
0x5E0887E02224E9Ad7ED5Cb1Af2010166F96A2313	25	0	0	25	0	0	25	
0x5D327A51DA5bA2C3eA2a0F4A6a97E511e5254eA8	24	0	0	0	0	24	24	
0x2E4fAd31aeedba9B400AC43A527C016c74C58d73	24	0	0	24	0	0	24	
0x77F721699a7487984dAA5a244667C095a8543128	24	0	0	24	0	0	24	
0x70F264A331a9C3B3248537aCf2470D963be741e3	24	0	0	24	0	0	24	
0x0bDebe6eF5D0Ca744451946a70fEbd1B505dD92a	24	0	0	24	0	0	24	
0x4AF9058A5F8A39d04d268E4Ac106e306802020cC	24	0	0	12	0	12	24	
0x95eE9dc73686f91e633Fd5e921cd6BF2f2B04724	23	0	0	23	0	0	23	
0x86Da253817DC599059e3AD5A1F098F7b96aBf34c	23	0	0	23	0	0	23	
0x20e80FF20442AC67776f8d5C3aD353bDc520BC58	23	0	0	0	0	23	23	
0x261F436676cFA456a8F086a850160E97550AEA9C	22	0	0	22	0	0	22	
0x2458f163c231BeaA673C903894060430cCA101be	22	0	0	22	0	0	22	
0x8680cE4112452ad0f6265103bA6218bE767539D5	22	0	0	0	0	22	22	
0x70403B04E40994cF812A0a7b4aC55D2B4f68CDe3	22	0	0	22	0	0	22	
0xc0D0FC50a60707dF1D74b87f051C843DbeBcEE93	22	0	0	22	0	0	22	
0x6629DB6b40057e29d0593D895A350df94DC1e99A	22	0	0	22	0	0	22	
0x5E0936B2d7F151D02813aace33E545B970d9c634	22	0	0	22	0	0	22	
0x30B92e5fdcC712732Ef1A59729C14B43D7cA31e0	22	0	0	22	0	0	22	
0xF2d4Bc74da733c2B0842D3c9F0B8C32c9aA7d6B3	22	0	0	22	0	0	22	
0x6689a2eA2B7846cd1578CE5c8116F5A0837677e6	22	0	0	22	0	0	22	
0x57dc3d431596C4d5d7a5291aE5Cbe12593C32A54	22	0	0	22	0	0	22	
0xEBa49D8809dF04d5F85E1fdf5165b64FE1b4f05d	22	0	0	0	0	22	22	
0xa09535ed0dF4dd7Bd06cEe487E5DF5d165c89C43	21	0	0	21	0	0	21	
0x24814E2d11CDf985b70277550258A9CfBCf48F13	21	0	0	21	0	0	21	
0xe10f0e9532b3b340D188b32A8f10431D35136b20	21	0	0	21	0	0	21	
0x88A1F2dA70AAaF534cabcDa4fC88FD7dAa14b0c3	21	0	0	21	0	0	21	
0x9263a4D34C3Fe5a3e5A281C78F652Ee84abc56aE	21	0	0	21	0	0	21	
0x00F3F35C6229D2d1373161465985f63BfD4e096e	21	0	0	21	0	0	21	
0xbbbE3EE98aC75aE22fc32ae96F5Bf809747E7E64	21	0	0	21	0	0	21	
0x56aDE8601c80e0E8995471D69DC0faA87F90500F	21	0	0	21	0	0	21	
0x865C723e8ed40e6490B606D27C85ce1031e62C0C	20	0	0	20	0	0	20	
0x53b5d09EFF9f96E01bc17FC33a38dDbDd5aF1d6b	20	0	0	20	0	0	20	
0x84E37eb1ddfa81c627dA96Ae3f0f5d67E43C76AF	20	0	0	20	0	0	20	
0x227033541b0B3b75fF258A47F5F8368fAd866497	20	0	0	20	0	0	20	
0xA38Ac926017ecE610ad563b29F212165e0d69a56	20	0	0	0	0	20	20	
0x2018309B3fEFD683126E7D7C517a549FCab99C73	20	0	0	0	0	20	20	
0xDB910Fa8569247bf6142b3356504EDA2c657aC9B	20	0	0	20	0	0	20	
0xfC4B2a62A06cb2E1C6A743E9aE327Bb16977E4c1	20	0	0	20	0	0	20	
0xe2fbC567DedcfBF69018213A700f96A407cfaB14	20	0	0	0	0	20	20	
0xf82d0ea7A2eDde6d30cAf8A1E6Fed09f726fD584	20	0	0	20	0	0	20	
0xdA8930caCb4378b713d21c6f7B44FC661dD29ec1	20	0	0	20	0	0	20	
0x41374B389772D5aEd41240a57f5FFB087C6bfA93	20	0	0	20	0	0	20	
0xe4701b3c489Bd1De2C8ffBDFE9801092859afCcc	20	0	0	0	0	20	20	
0x4cD7d00DD56b41f814C00286f4E1551fDd0d1A73	20	0	0	0	0	20	20	
0x79f37a3D42B19BcA7A67C5a312aef3066619AE67	20	0	0	20	0	0	20	
0x3228413375817F8201c78a61Ee86c5B8689343bB	20	0	0	15	0	5	20	
0x9F7bFE84197fe74630030594Bbe4286FF8BA4965	20	0	0	5	0	15	20	
0x7984Db4D4F9393AaF00A195a189C5fA59ADD31c4	20	0	0	0	0	20	20	
0x01B0F3F0D254B8f46c73d3063b54db642CD9e44d	20	0	0	0	0	20	20	
0xA1771Ce265f7d7b3Df2eb536769C27b581696dB9	20	0	0	20	0	0	20	
0x1284c28FB9105a9846eE71AAFaDa55f82996b7d8	20	0	0	20	0	0	20	
0x0Eb4d9dc612f691797883414a43CC4D7b5b372B7	19	0	0	19	0	0	19	
0x523d007855B3543797E0d3D462CB44B601274819	19	0	0	19	0	0	19	
0x56fb82cdF1Eba7d9d75a1c0961C49aB654B818c2	19	0	0	15	0	4	19	
0x518ceF0d37886c18f1332Fd390667f7D5CBFb109	19	0	0	19	0	0	19	
0x2A5b95c0770BD74B66D7214E60ea6619FD233687	18	0	0	18	0	0	18	
0x8Be77092BB7CB74c8c584D11f1D7250C2FaFd537	18	0	0	0	0	18	18	
0x8DD4C36A397B7E2a70A1f1F098866abdAcf04551	18	0	0	18	0	0	18	
0xC627aE306a1897674B97a0E5d59602643109BD18	18	0	0	18	0	0	18	
0x465bb47318f93c9166fF68EB9685429d2e6c13fd	18	0	0	18	0	0	18	
0x03d15Ec11110DdA27dF907e12e7ac996841D95E4	18	0	0	0	0	18	18	
0x617512FA7d3fd26bdA51b9Ac8c23b04a48D625f1	18	0	0	18	0	0	18	
0x861F63C709D4e7f3B2c61B38286f36129EbE9935	18	0	0	18	0	0	18	
0xeF21f1f3ddA01768fBc4f41089AAa1b56B598C65	18	0	0	18	0	0	18	
0x9D57252697009E9634Eb633fa797f8AEEf33b557	18	0	0	18	0	0	18	
0xb71979375B99Ce0752B7f5C7b092C31171C4A7a1	18	0	0	18	0	0	18	
0xB22981bA3FE1De2325935c91a3B717168fB86714	18	0	0	18	0	0	18	
0xF73C30DD06C30C06d8818DD21c3b3368DF5Be21D	17	0	0	7	0	10	17	
0x296cA4E5FfbE997500B2d7E86d513Ad7aef4C9c8	17	0	0	17	0	0	17	
0x310a3CEA42F93d55584c4361565aA0994912fF0D	17	0	0	17	0	0	17	
0xf29d9BC8b46b2FF26867bED73bA2def0e160bBff	17	0	0	17	0	0	17	
0xBc1E68078E0a0f6794551d9b4efA2C98A4A8F588	17	0	0	16	0	1	17	
0x8De14E014402C0677B075A69122F94C0425Cc179	17	0	0	17	0	0	17	
0x2C086533485a42B974cB3EBdE485031082c50909	16	0	0	0	0	16	16	
0x36bE40f9bd613dFf47294E7e10D4cae072E06A2D	16	0	0	16	0	0	16	
0xf60C9808a0205535C6A211f2732c730157F163fc	16	0	0	0	0	16	16	
0xEcC8aAbfCBa984dAaDeF145C61265C622c239136	16	0	0	0	0	16	16	
0x1aE4f1a178abfC6b7C90dA19917676b82c698E4b	16	0	0	4	0	12	16	
0xC814c6E5863bf4e3702Fc97D0c08eF3eC3c4e573	16	0	0	16	0	0	16	
0x75af1d180910C304Efc185886f220D474AeBCEb7	16	0	0	8	0	8	16	
0xCE2abdFC2169b4c6F489d9e50c5CB05CB91619CC	16	0	0	0	0	16	16	
0xBb26A563CAEf9f0BF5BdF0aEB30540B0b66c9d40	16	0	0	16	0	0	16	
0x64525811777f9463aB3a7BF1a855e86f8f47692D	16	0	0	16	0	0	16	
0x6cA27Bc3F766C78542A9C48BC7f84398F399064a	16	0	0	0	0	16	16	
0xB5806a701c2ae0366e15BDe9bE140E82190fa3d6	15	0	0	15	0	0	15	
0xD234855b3A12E99d78E6CF3FB2488955BcAacc72	15	0	0	0	0	15	15	
0x26dc1Ef730C30833AA36E381AA92E9BEec36E15a	15	0	0	11	0	4	15	
0xAb1734365eF5c01F3BF5E27FE02054A121E65731	15	0	0	15	0	0	15	
0xe1Da425d1880D3243f9Dfd3c9C2C3f09E73ACd6d	15	0	0	0	0	15	15	
0xDc8c1959C74ab2cb3819ADD153E62739d12be550	15	0	0	1	0	14	15	
0x148BbD8150e6799D90AE18d47587dec8D5411722	15	0	0	15	0	0	15	
0x52BEE509185f1028E9e355FF206F0517CA32D95B	15	0	0	15	0	0	15	
0x3720D02ad0142C1416aa9928c02653F4Eac64Ed2	15	0	0	14	1	0	15	
0x551bdDa337a6E84592cfc370f4E363E086a2056f	14	0	0	0	0	14	14	
0x95167f64Ff86bbC294f8411B55a5ca2168C4daD7	14	0	0	14	0	0	14	
0x001B71FAD769B3cd47fD4C9849c704FdFaBF6096	14	0	0	12	0	2	14	
0x9211242C81606AC6A45054c45A30e747BE4f1CF5	14	0	0	0	0	7	14	
0x979139e0AE28049EBB83c4171aD90689dA5358B5	14	0	0	14	0	0	14	
0x61A24Ea3Ce8775c95ad9906aDc840e800C96AFe7	14	0	0	14	0	0	14	
0x605b3a9CeAaBa25448E7838AdFD52CE16a0761BF	14	0	0	14	0	0	14	
0x11b4Ff0d8CfcAE6c430055Fd861C0c597f0C8dC4	14	0	0	0	0	14	14	
0x145e7fd713cA3fA9357E731154F3766dc7D86a07	14	0	0	0	0	14	14	
0xd43195f305446F10163006bd72edE915426ef2A6	14	0	0	0	0	14	14	
0x293b1782aD5Cfd83abD0BEf548543B7407f92224	14	0	0	0	0	14	14	
0xD1F1eAf91D6B186239D62c0EcF138912D9B61655	14	0	0	0	0	14	14	
0x35c22A41c5D6002Ce32b05b29194d972Cf6E0Be7	14	0	0	0	0	14	14	
0xF862fd9f58957511D96e4504aa683691EBceF776	14	0	0	14	0	0	14	
0xcC3fe3E74feeA2e5fC8eF3Bb0c044CA3077029aD	14	0	0	14	0	0	14	
0x8494d10cE90A24D0eb8d8717007daee2F14110c4	13	0	0	0	0	13	13	
0x4Aa2e17bA1eE57cF6B835CAC32c12521a0B900BC	13	0	0	0	0	13	13	
0xf342Da0469BCe53737407809AD7f120E0AB38c2B	13	0	0	13	0	0	13	
0x8cdb74c763F1D4d8A8C7bd18ce32B24B425b253e	13	0	0	0	0	13	13	
0x35E2acD3f46B13151BC941daa44785A38F3BD97A	13	0	0	0	0	13	13	
0x5c6335bc99e3e9f156aDdF05A0C49B17DF3C259d	13	0	0	13	0	0	13	
0x9b18e9e9aa3dD35100b385b7035C0B1E44AfcA14	13	0	0	0	0	13	13	
0xFaDEB4B6F8545579D83ED786D0E5C02A1C2d905c	13	0	0	0	0	13	13	
0x96F9aA09aBdeF8498Ed8281Bc7fA8BB75b24518E	13	0	0	13	0	0	13	
0x936e971c4f6AcDd7b9c76b564d49Fe5BB5903fD2	12	0	0	0	0	12	12	
0x455f2EFA82F34bf8a81DE348a7Dc397E6Aa52035	12	0	0	12	0	0	12	
0xe62928B338Ac290422f88A3Dd2aC45f3D6Fc97EC	12	0	0	12	0	0	12	
0x711a120822526c96E50caA150093cD9856344113	12	0	0	0	0	12	12	
0xBe0123737E22Bb0654d2BD39A6263d6595714230	12	0	0	12	0	0	12	
0x06c2c4dB3776D500636DE63e4F109386dCBa6Ae2	12	0	0	12	0	0	12	
0xF0c47b0093F3a072ac5Aab29981C944031E7Adb3	12	0	0	12	0	0	12	
0x29ecDca04C0A7382EFB37106A582a2cAd30A0727	12	0	0	12	0	0	12	
0x658AB0A138F70105859050d625f7b9893C64C325	12	0	0	12	0	0	12	
0x324aDD6431a52D217a981825DA6940D423Ebf9c7	12	0	0	12	0	0	12	
0xa85c3B2c4e7AE3FC7BC79EBe113B3CDe60744F75	12	0	0	12	0	0	12	
0x3a4357B1626E3E8eFB590614Bf621F948FC7BAa9	12	0	0	12	0	0	12	
0x4bAE9B3aFef9cDfad516Ab0891a7a5Fe2ed1F662	12	0	0	0	12	0	12	
0x51cdC5028863578F0ccFD60392A0224291264805	12	0	0	0	0	12	12	
0xf163D77B8EfC151757fEcBa3D463f3BAc7a4D808	12	0	0	12	0	0	12	
0xE72c5488aCf6aD6c213be94956Bb663bA80EB10C	12	0	0	12	0	0	12	
0xAd2B08F878C0Be4C4162A72bbF7c0f547F93bD9f	12	0	0	12	0	0	12	
0xa67727316be79E3e80fA8BCD65cc251904c2433F	12	0	0	12	0	0	12	
0xbaEF67257868aF7867d4f0322e9607377CbeCCFb	12	0	0	12	0	0	12	
0x257DCA0698A829d73a7E7c90116BA6625f5f7bF4	12	0	0	12	0	0	12	
0x0E87cD933e473defC450c478bB3Ef6aA1E66Dcc9	12	0	0	4	0	8	12	
0x121ac669E4c99ef4673B22D57431B3A521292f2c	12	0	0	12	0	0	12	
0xf9fC7c85dE39F5b36F99a9ef5385D3267584aC06	11	0	0	11	0	0	11	
0x1CD223dBC9ff35fF6B29dAB2339ACC842BF58cCb	11	0	0	0	0	11	11	
0xd5Bd944D448b905BA73E6629aB67FBD6C5511568	11	0	0	0	0	11	11	
0x1e0d4A10a3D2b2eFCaB3BD98fA046bDf6132D676	11	0	0	11	0	0	11	
0x26358E62C2eDEd350e311bfde51588b8383A9315	11	0	0	0	0	11	11	
0x3f7e3aFf0C4599705817ec4CBCb4553973C24C47	11	0	0	0	0	11	11	
0xFF6513Ae7EfeFB2cCC9EDA37448082D5B81bD3C4	11	0	0	0	0	11	11	
0x13BCF1f63769651B0007CDD415D5704AbcCD0adD	11	0	0	10	0	1	11	
0xfEFf33456DE40Aa9FfC85B796Cb731B91eA6eB04	11	0	0	11	0	0	11	
0x67A16655c1c46f8822726e989751817c49f29054	11	0	0	11	0	0	11	
0x233f681fF98e18fA46fD9d6203520A6a301AEaA1	11	0	0	11	0	0	11	
0xA756241cc6598E5a5239074286C74bACFfeC5C28	11	0	0	11	0	0	11	
0x2728b8bAcb130F6C98EeB9d43ff3FbF98E965A06	11	0	0	7	0	4	11	
0xe5Ee72cc45Ea2e703c0cDa926Be779747d64fd51	11	0	0	9	0	0	11	
0x64f7Ab9F3d21BDC2A013aA1aB938Fb288B62b4AA	11	0	0	11	0	0	11	
0x6d5EDdEcC7528C5C06b500D5188c13da1885c151	11	0	0	10	0	1	11	
0xA756241cc6598E5a5239074286C74bACFfeC5C28	11	0	0	11	0	0	11	
0x00267b66d3e188f62Cd3D0E7E1c16C3e17fc9518	11	0	0	0	0	11	11	
0xe5Ee72cc45Ea2e703c0cDa926Be779747d64fd51	11	0	0	9	0	0	11	
0xb3bb52281D44Fe5040778E0F7e6dCB7bB250aBE3	11	0	0	0	0	11	11	
0x1cF180096858F1b4a7Ec964ca9e62446Bfb46c7c	11	0	0	8	3	0	11	
0xA9B8c6590292e6dF260eabDF2E9230c421214aF1	11	0	0	3	0	8	11	
0x63Eb17f24FDF1a9e286831fE21ACf72C975E88fE	10	0	0	0	0	10	10	
0x71ea92992a66d8F82b31893ca46BeEB169B8650B	10	0	0	0	0	10	10	
0x3Ac15b2C48c7c56EF8895f22c27dC66DE18Ba5bb	10	0	0	10	0	0	10	
0x034e1f7A66b582B68E511B325ED0cCB71bb4bc12	10	0	0	9	0	0	10	
0x6b61A4ff45B4e0895d81C168e092A4D123A8675c	10	0	0	10	0	0	10	
0x75CDB9B0A132F347aC31fFDfC443E9D1A000675e	10	0	0	10	0	0	10	
0xBaf45CaA21a43594b72D6201346F42f4D346f973	10	0	0	0	0	10	10	
0xEb56B3A0474462Cc501D94100719B07159430B16	10	0	0	10	0	0	10	
0x1604D5cb6a6428D2480C360C3Fe719056df8e249	10	0	0	0	0	10	10	
0x00b318777B63da2e93C62c401d8080257d86Ee80	10	0	0	10	0	0	10	
0x49794Ec57DDfC4Ed4552cfb917C08A8Df18228F7	10	0	0	10	0	0	10	
0x376ca6892Ab19bFd90515257B5F6b31561C300aa	10	0	0	0	0	10	10	
0x996C0C5506395c0a2B766ac528d32D04Fc6929D6	10	0	0	0	0	10	10	
0x42a63047a1cD8449e3E70aDEB7363C4Ca01DB528	10	0	0	10	0	0	10	
0xb46Ac930B6edc80B7cF84e4A3553e7B5D44c5057	10	0	0	10	0	0	10	
0x045BFe08bf366B3FD3fB1AbF3ed1691AB1381E63	10	0	0	0	0	10	10	
0xF1F4aEe1c202602DAf066fBc8D8424928Ec9e845	10	0	0	10	0	0	10	
0xC3151f970d4F2b2fc4Ba63024C1cca20e4616BF0	10	0	0	0	0	10	10	
0xA39bA2CD8658D0B69bA1880dcfBB65216ab33056	10	0	0	10	0	0	10	
0x6dbF4585fCD76Ada38874914Dbe5A47Ecd98BA19	10	0	0	10	0	0	10	
0xC978F4364C03a00352e8c7D9619b42e26B6424aB	10	0	0	9	0	1	10	
0x36F9c8C03C57ABAB574B1cb6Ba384A59E366F298	10	0	0	0	0	10	10	
0x670647441D9C24d981923C9293A2e4EAE6d0C8B3	10	0	0	0	0	10	10	
0x63759A19CC648Ddb47daffd087Cb184BFD72C2e9	10	0	0	10	0	0	10	
0xE5dCBc6A0B151ab2C35b8451975dEF0c387023d5	10	0	0	10	0	0	10	
0x59512422AF0709c7CaB8285838975Cd8D7C7CE7d	10	0	0	0	0	10	10	
