Sybil ID,Main NO ID,Operator ID,Address,Reason
sybil-1,224,379,0xD1E90D1E90418A80bcc8Bf0b814Ee685a31c1647,Large-scale sybil
sybil-1,224,380,0xEeEeeEeeeeeF37d465F384DcEaAd845D527348a0,Large-scale sybil
sybil-1,224,381,0x11111111111AD77bc16c3664cF3a89C9fc0e0367,Large-scale sybil
sybil-1,224,382,0x55555555581acd4d24c48AcCBCb32b8564EF5d0a,Large-scale sybil
sybil-1,224,383,0x88888888884df4DA5e9d200368765317ec1E2775,Large-scale sybil
sybil-1,224,384,0x55555555555798F2EA94017CCE6a4F30b590BFF1,Large-scale sybil
sybil-1,224,385,0x1111111111330EC8f2515Ac0dB51f56DB546474E,Large-scale sybil
sybil-1,224,386,0xDdDDDDdddd9DeD0D67F3fD90418dD613fB678824,Large-scale sybil
sybil-1,224,387,0xD1E90d1e904777Af8E425Dcce19B7C4D68FD640f,Large-scale sybil
sybil-1,224,388,0xFfFFfFFFf7E25ad0ABdFF92707eC65Ae339d9E85,Large-scale sybil
sybil-1,224,389,0xd1E90D1E907Ef615EBF1781EFf440A1664009701,Large-scale sybil
sybil-1,224,390,0xDddddDdddd41680BBF0822c79339A62B0Da18652,Large-scale sybil
sybil-1,224,391,0xbab1eB00b57535a71e5C6471b8c23D383F4C9Bf2,Large-scale sybil
sybil-1,224,392,0xFffFFffff3bB7Eb1a1E883b8D8052BFAeCd85A61,Large-scale sybil
sybil-1,224,393,0xACe0FbAbeF115c491839a2109DE4e09e63c6F407,Large-scale sybil
sybil-1,224,394,0x99999999991B9174B65937138E0C31e846F04b6D,Large-scale sybil
sybil-1,224,395,0x888888888629b32dD4c8cb95e82d1c7C9b2fA9dF,Large-scale sybil
sybil-1,224,396,0x1337313375a66DB1735902F3b55cf4ae5fd814Fa,Large-scale sybil
sybil-1,224,397,0xD1e90d1e90533eb0f5d95EBe84cF405B8f0a8b47,Large-scale sybil
sybil-1,224,398,0x000000000DD6ee0Daa20084BfAB03b9Dd8725Bd0,Large-scale sybil
sybil-1,224,399,0x11111111118a7Acd2d0Cd417e9d87290b68BeF7b,Large-scale sybil
sybil-1,224,400,0x900dB00b915A5720D32547282101772c0446c9df,Large-scale sybil
sybil-1,224,401,0xdDdDDdDDdDDf2317fC6AC8593652a50663e5E0D5,Large-scale sybil
sybil-1,224,402,0xe1Fe1fE1FE1F9FDe6E0Ec2f762a58577EDe92B81,Large-scale sybil
sybil-1,224,403,0x0000000000a8633D77936a4C0C3aA6B181f50337,Large-scale sybil
sybil-1,224,404,0xD1E90d1e90c9eF1106F56FfCFec76E4871256d61,Large-scale sybil
sybil-1,224,405,0xbAdaBAdaB000E323b0330a9dff35B3a779118fc9,Large-scale sybil
sybil-1,224,406,0xFfFffFFfffffE6c8660e93C0E8528fa8210Bbebf,Large-scale sybil
sybil-1,224,407,0x333333333AaD77e89D6f2A46F54Eaa1881aDfF4c,Large-scale sybil
sybil-1,224,408,0xAaAAaAAaAeF25544B66aDC2EC9D4665DA3eAC097,Large-scale sybil
sybil-1,224,409,0x000000000000d36A178c74b604e2b39E0491Ecc3,Large-scale sybil
sybil-1,224,410,0x000000000000a41D944db4B535Bc752Fb2DE86F3,Large-scale sybil
sybil-1,224,411,0x888888888884200A8Fc1AA506e02ad2846faA2c5,Large-scale sybil
sybil-1,224,412,0x5555555555868484E7744e8CAc6f7a2EE2a1b00c,Large-scale sybil
sybil-1,224,413,0xDDDDDdDDDDD424B4Cd3Ff3e73f259Fc83b228F13,Large-scale sybil
sybil-1,224,414,0x11111111147f834C44D24eeda00c6A09A2Cb5f38,Large-scale sybil
sybil-1,224,415,0xAaAaAAAAAA615baeAa9BbC4BBffB4EAf7d207bDf,Large-scale sybil
sybil-1,224,416,0xD1E90d1E902f2f790b86dD93773213D09e89ED2d,Large-scale sybil
sybil-1,224,417,0x555555555587F0847E639D9FDbbC86F85f240033,Large-scale sybil
sybil-1,224,418,0x555555555540dE6A2BCc4BF8fB72b1975E306453,Large-scale sybil
sybil-1,224,419,0x0000000000006339d0Ecc4b480178728ddC5158c,Large-scale sybil
sybil-1,224,420,0x888888888082fDAaFde7B32430A2a70F15CE5703,Large-scale sybil
sybil-1,224,421,0x9999999999972306019dE0948DaC35EA3898Fe1D,Large-scale sybil
sybil-1,224,422,0xfFfFfFFFfff56d4225512065f43565a9ac8E3706,Large-scale sybil
sybil-1,224,423,0x9999999990B695713ad75E854E057f9722f1Fe55,Large-scale sybil
sybil-1,224,424,0x0000000000b847d9dEeE4B34957AB479a4B4903E,Large-scale sybil
sybil-1,224,425,0x3333333333a54dA428f84e86E228b2D3c8c06fa0,Large-scale sybil
sybil-1,224,426,0xEEeeeeEeEeeE900Ad8b459f261ec9D5204B81b48,Large-scale sybil
sybil-1,224,427,0x5555555555599Da6faD5979D140D9653A826C9B4,Large-scale sybil
sybil-1,224,428,0xD1e90d1E90EF255b00426c538b13DA38ECF89af1,Large-scale sybil
sybil-1,224,429,0x1111111111160e8991EFA055b20A01030F548167,Large-scale sybil
sybil-1,224,430,0x111111111129a45B70dE9b58a8ec4c0fFaaFbe85,Large-scale sybil
sybil-1,224,431,0x55555555555b48c6117aA73317513Fd13535b647,Large-scale sybil
sybil-1,224,1500,0xcafEcAfecafe08AcCa2acf3fe530b90792022bD2,Large-scale sybil
sybil-1,224,1501,0xdEcAdEdEcadE5b4C6de5eE62277CeC798727CAeE,Large-scale sybil
sybil-1,224,1504,0xb00b404C2A8De15544B00B286AA47238f28Bb00B,Large-scale sybil
sybil-1,224,1505,0x1010187d0090a002e23219482E6E2dfd3D810101,Large-scale sybil
sybil-1,224,1506,0xc0c0C08E826791B092525438Aa1515edAEC0C0c0,Large-scale sybil
sybil-1,224,1507,0x0000000100000A0019F48516f2fD94219069387b,Large-scale sybil
sybil-1,224,1508,0x10101b20e9975dA1c567A040068f59f2c5910101,Large-scale sybil
sybil-1,224,1509,0x31337611d0ceD934794289cDf490AaBE9f031337,Large-scale sybil
sybil-1,224,1512,0xB00b5Ef981C6edcD74B00beaF765ea28129fB00B,Large-scale sybil
sybil-1,224,1513,0x0000032E8A0f0527af956Fe9AD25ae47Edd00000,Large-scale sybil
sybil-1,224,1514,0x11111d1a3EE4B985a519a13225cbCFdAbE711111,Large-scale sybil
sybil-1,224,1515,0xbaBEA2bD3C800744a3bABea1Fc572A252f6dbAbE,Large-scale sybil
sybil-1,224,1516,0xbAbe97A655B89aE043BaBE6D17dC0DA81220BaBE,Large-scale sybil
sybil-1,224,1517,0x12345B9c8CE241f19AACB6be7Fb086585ec54321,Large-scale sybil
sybil-1,224,1520,0x123453a0455B06548f928cCa64ED8DB052654321,Large-scale sybil
sybil-1,224,1521,0x00010000010001ab587B3eB051afB22120F126FD,Large-scale sybil
sybil-1,224,1522,0x10101100111101E2B26518CEe789a1fA20882Ec3,Large-scale sybil
sybil-1,224,1523,0xC0ffeE38A27bE56Da22FDA66a1bBdAf89Fc0ffeE,Large-scale sybil
sybil-1,224,1524,0xc0dEce16381Bb66398aC5147e98208962e1c0Dec,Large-scale sybil
sybil-1,224,1920,0xd1e90B02c41aA7dc64e11d38C362d04f53BD1e90,Large-scale sybil
sybil-1,224,1921,0x31337d50318777F4276000dd6CFcB66bF6c31337,Large-scale sybil
sybil-1,224,1922,0x111110101000010a1c1fB71a635AD2215De1F5f9,Large-scale sybil
sybil-1,224,1923,0x11111266aE6057270886724390aFc35c20A11111,Large-scale sybil
